城市,省份,年份,单位面积建材碳排放（kgco2/m2),施工面积(万平方米),建筑面积(万平方米),电力消费量（亿千瓦小时）,电网因子（kgco2/kwh),人均地区生产总值(元）,第三产业比重,总人口（万人）,城镇化率,能源结构,气候区,co2总量（万吨）,经度,纬度
安康市,陕西省,2014,550.9161713,318.0252808,12718.23887,45114.0,0.758,26117.0,0.3139,306.2,0.171681857,0.321830244,2,345.3520629,109.0177837,32.7064648
安庆市,安徽省,2014,437.2821483,506.9467788,18647.04473,42360.0,0.798,28808.0,0.3349,620.9,0.197159321,0.417913699,3,617.9083399,116.6302585,30.6592336
安顺市,贵州省,2014,458.5984619,530.5285364,37608.6352,30940.0,0.484,22569.0,0.4842,290.0,0.151912051,0.356123399,3,779.0661156,105.9437773,26.254911
安阳市,河南省,2014,1181.412065,584.7983827,37966.89512,92046.0,0.795,35210.0,0.3619,611.4,0.227314684,0.388010624,3,2528.861873,114.5096506,35.9901282
鞍山市,辽宁省,2014,1122.729336,621.4970539,47504.99691,85935.0,0.764,66860.0,0.4394,348.2,0.515738413,0.289984863,1,1565.67045,122.8275,40.822222
巴彦淖尔市,内蒙古自治区,2014,234.8155856,574.9083103,35860.27365,26492.0,0.918,51872.0,0.2545,178.6,0.381945271,0.358766336,1,434.6145173,107.494851,41.569576
巴中市,四川省,2014,869.1668662,309.3808461,16355.61276,40329.0,0.237,13756.0,0.363,383.1,0.225076736,0.357785756,3,847.5412514,107.062301,32.040248
白城市,吉林省,2014,1230.803518,281.5327124,12796.64569,24484.0,0.764,34586.0,0.3682,197.8,0.407686201,0.246892712,1,514.774188,123.1327161,45.4086001
白山市,吉林省,2014,1230.803518,271.7905611,12353.83087,26597.0,0.764,53300.0,0.3205,126.3,0.708372974,0.246892712,1,496.9609542,126.4183792,41.936895
白银市,甘肃省,2014,352.2203677,316.1035228,11259.57354,32285.0,0.562,26174.0,0.3697,177.9,0.295480718,0.393155931,2,294.0688987,104.784953,36.536461
百色市,广西壮族自治区,2014,376.7514317,109.3304199,10435.22679,34009.0,0.484,25806.0,0.2933,412.0,0.127384362,0.438927929,4,353.0728064,106.6148824,23.9053605
蚌埠市,安徽省,2014,437.2821483,1404.010812,51643.78889,53101.0,0.798,35542.0,0.326,371.1,0.30957614,0.417913699,3,1711.323607,117.3825673,32.9176422
包头市,内蒙古自治区,2014,234.8155856,2591.064319,161619.2945,186610.0,0.918,130676.0,0.4794,223.7,0.63237692,0.358766336,1,1958.77177,109.944912,40.6174777
宝鸡市,陕西省,2014,550.9161713,553.8516921,22149.23952,59347.0,0.758,43824.0,0.2617,383.8,0.272376822,0.321830244,2,601.4421995,107.2322378,34.3609713
保定市,河北省,2014,736.1768207,1550.104245,142314.9302,72143.0,0.887,26501.0,0.3448,1196.6,0.3207767,0.33466325,2,4156.654986,115.490696,38.8579735
保山市,云南省,2014,799.6850337,464.0493183,13304.28377,32922.0,0.295,19566.0,0.3738,258.8,0.11509198,0.449451942,5,709.0956136,99.1591622,25.1147115
北海市,广西壮族自治区,2014,376.7514317,316.740186,30231.80264,68652.0,0.484,53603.0,0.2922,169.3,0.295691417,0.438927929,4,1022.884084,109.3729721,21.6740808
北京,,2014,837.9211353,54218.016,91709.18037,1012.014,0.765,96995.15,0.75563,2301.26,0.87365,0.455191482,2,17719.18943,116.2,39.56
本溪市,辽宁省,2014,1122.729336,276.6556879,21146.5646,50367.0,0.764,67879.0,0.3977,152.0,0.680184732,0.289984863,1,696.9488151,124.157425,41.176944
毕节市,贵州省,2014,458.5984619,1014.656992,71928.01526,57524.0,0.484,19369.0,0.3877,880.8,0.272873061,0.356123399,3,1489.995028,105.215166,27.2150032
滨州市,山东省,2014,409.1172063,446.987945,27475.39023,53509.0,0.877,59557.0,0.4043,386.7,0.266998454,0.317088765,2,636.4529581,117.9647262,37.3821206
亳州市,安徽省,2014,437.2821483,721.2477434,26529.68615,59529.0,0.798,17769.0,0.3853,634.4,0.132126677,0.417913699,3,879.1159436,115.7730968,33.8490794
沧州市,河北省,2014,736.1768207,685.8861066,62971.14128,53602.0,0.887,42676.0,0.3789,768.4,0.424396616,0.33466325,2,1839.225919,116.8511597,38.3042796
常德市,湖南省,2014,370.4874403,962.1749354,32738.50182,75972.0,0.506,43215.0,0.3891,608.7,0.245819245,0.26093282,3,888.9861942,111.6928724,29.034552
常州市,江苏省,2014,1208.279939,1547.802162,89300.38416,244538.0,0.739,104423.0,0.4805,368.6,0.586291559,0.501263255,3,4852.965865,119.9691539,31.8122623
朝阳市,辽宁省,2014,1122.729336,299.5089796,22893.38793,29738.0,0.764,33379.0,0.3582,340.6,0.29131937,0.289984863,1,754.5206463,120.4390738,41.5754767
潮州市,广东省,2014,379.825487,127.9958901,10175.6598,92929.0,0.58,31302.0,0.3802,268.8,0.296409961,0.649895488,4,230.1182637,116.6204223,23.656593
郴州市,湖南省,2014,370.4874403,1256.765676,42762.10474,36200.0,0.506,39999.0,0.3367,518.8,0.477463098,0.26093282,3,1161.168613,113.0094337,25.7733598
成都市,四川省,2014,869.1668662,7750.163499,409717.2614,570117.0,0.237,70019.0,0.5162,1210.7,0.664440718,0.357785756,3,21231.38311,104.063315,30.659867
承德市,河北省,2014,736.1768207,472.4500154,43375.59309,33236.0,0.887,38128.0,0.332,380.7,0.315600524,0.33466325,2,1266.890094,117.9567031,40.9507147
池州市,安徽省,2014,437.2821483,359.2014522,13212.52216,27015.0,0.798,36267.0,0.396,160.6,0.19653608,0.417913699,3,437.8242102,117.4859885,30.6671088
赤峰市,内蒙古自治区,2014,234.8155856,1683.880607,105033.1301,56129.0,0.918,41309.0,0.3623,465.8,0.261073272,0.358766336,1,1272.966392,118.9759212,43.2564906
崇左市,广西壮族自治区,2014,376.7514317,69.71454151,6654.022296,14297.0,0.484,31944.0,0.3461,248.2,0.17948905,0.438927929,4,225.1368727,107.328244,22.4910206
滁州市,安徽省,2014,437.2821483,1053.845156,38763.63081,27879.0,0.798,30562.0,0.2875,449.6,0.236888216,0.417913699,3,1284.512967,118.3139455,32.3027377
达州市,四川省,2014,869.1668662,331.4636243,17523.0327,46538.0,0.237,24411.0,0.2706,688.1,0.215860461,0.357785756,3,908.0364814,107.650683,31.345115
大连市,辽宁省,2014,1122.729336,3511.838706,268432.3053,291226.0,0.764,109939.0,0.4593,594.3,0.678922838,0.289984863,1,8846.996219,121.6098013,38.9130495
大庆市,黑龙江省,2014,176.5697732,542.5995039,117692.7253,72714.0,0.786,146518.0,0.1976,276.0,0.559565421,0.214182412,1,1453.394433,124.5598093,46.3240228
大同市,山西省,2014,377.8225667,2091.243756,120609.2543,98123.0,0.838,29607.0,0.4983,339.2,0.491123879,0.281932773,2,2204.639366,113.2952665,40.0923194
丹东市,辽宁省,2014,1122.729336,346.7418348,26503.69731,54003.22,0.764,42291.0,0.4093,239.5,0.432442711,0.289984863,1,873.5092806,124.3821748,40.1237658
德阳市,四川省,2014,869.1668662,332.3357262,17569.13691,45037.0,0.237,43091.0,0.2715,392.5,0.272612002,0.357785756,3,910.4255832,104.39013,31.1244028
德州市,山东省,2014,409.1172063,836.6969149,51429.96472,52871.0,0.877,45641.0,0.3926,583.2,0.399805258,0.317088765,2,1191.348072,116.3534091,37.4363704
定西市,甘肃省,2014,352.2203677,517.2161557,18423.18393,12300.0,0.562,10470.0,0.5035,301.4,0.117116845,0.393155931,2,481.162576,104.59362,35.1773165
东莞市,广东省,2014,379.825487,1611.728331,128132.2328,816385.0,0.58,70605.0,0.5214,191.4,0.50096925,0.649895488,4,2897.656517,113.7452332,23.0183568
东营市,山东省,2014,409.1172063,791.4829898,48650.76172,38543.0,0.877,163982.0,0.3002,189.1,0.386649127,0.317088765,2,1126.969297,118.6689349,37.4334738
鄂尔多斯市,内蒙古自治区,2014,234.8155856,1093.364478,68199.30876,27400.0,0.918,200152.0,0.3944,156.0,0.322355277,0.358766336,1,826.5528018,108.8134284,39.4602947
鄂州市,湖北省,2014,1961.449703,136.4667473,3951.485128,50565.0,0.342,64851.0,0.2888,110.2,0.480118203,0.315335269,3,381.0508658,114.8898988,30.3925379
防城港市,广西壮族自治区,2014,376.7514317,179.5129684,17133.91881,32641.0,0.484,65184.0,0.3018,94.2,0.438911845,0.438927929,4,579.7210659,108.0271898,21.8615
佛山市,广东省,2014,379.825487,2282.21771,181436.0679,669654.0,0.58,101617.0,0.3636,385.6,0.726266408,0.649895488,4,4103.100312,113.1159558,23.0239788
福州市,福建省,2014,1294.4073,4543.683376,172914.3563,372656.7,0.54,69995.0,0.4645,674.9,0.50433901,0.470843499,3,10006.99342,119.2918215,26.0774954
抚顺市,辽宁省,2014,1122.729336,306.7762153,23448.86926,73381.0,0.764,61183.0,0.3841,217.4,0.670112168,0.289984863,1,772.8282088,123.924157,41.8692972
抚州市,江西省,2014,155.0095591,425.6039399,24891.12202,39064.0,0.623,26119.0,0.3165,427.5,0.210577994,0.419276993,3,483.5000052,116.415177,27.502232
阜新市,辽宁省,2014,1122.729336,299.0247102,22856.37212,50326.0,0.764,33882.0,0.356,191.0,0.45218145,0.289984863,1,753.3006786,122.015278,42.330278
阜阳市,安徽省,2014,437.2821483,744.0381945,27367.98828,41917.0,0.798,15303.0,0.3426,1051.4,0.144725985,0.417913699,3,906.8948159,115.8090001,32.8926763
赣州市,江西省,2014,155.0095591,991.395391,57981.00377,91912.0,0.623,21708.0,0.3892,954.2,0.224888016,0.419276993,3,1126.257611,114.9287362,25.8332103
固原市,宁夏回族自治区,2014,853.3024082,410.3867059,9787.385065,12550.0,0.768,16268.0,0.5071,153.3,0.172769715,0.517303052,7,365.3218006,106.232668,35.93495
广安市,四川省,2014,869.1668662,426.1329181,22527.78437,19337.0,0.237,28489.0,0.3056,471.7,0.198893326,0.357785756,3,1167.380693,106.6286646,30.4593051
广元市,四川省,2014,869.1668662,290.7787979,15372.20379,36673.0,0.237,22117.0,0.354,310.1,0.231866832,0.357785756,3,796.5813958,105.8395358,32.2685578
广州市,广东省,2014,379.825487,4977.604581,395719.0407,1449948.0,0.58,128478.0,0.6523,842.4,1.300911255,0.649895488,4,8949.019554,113.2592945,23.1301964
贵港市,广西壮族自治区,2014,376.7514317,156.6371397,14950.49666,72026.0,0.484,19004.0,0.3962,543.2,0.115199984,0.438927929,4,505.8456244,110.0412939,23.3594346
贵阳市,贵州省,2014,458.5984619,5653.140143,400745.428,425289.0,0.484,55018.0,0.5657,382.9,0.524028991,0.356123399,5,8301.476038,106.6246178,26.6499922
桂林市,广西壮族自治区,2014,376.7514317,432.8660596,41315.633,90056.0,0.484,37288.0,0.3497,526.5,0.217877638,0.438927929,4,1397.9022,110.2910622,25.2779894
