城市,省份,年份,单位面积建材碳排放（kgco2/m2),施工面积(万平方米),建筑面积(万平方米),电力消费量（亿千瓦小时）,电网因子（kgco2/kwh),人均地区生产总值(元）,第三产业比重,总人口（万人）,城镇化率,能源结构,气候区,co2总量（万吨）,经度,纬度
安康市,陕西省,2007,252.4636718,62.63122546,3971.119925,18050.2,0.96093,7067.0,0.425,300.07,0.155597027,0.277585375,2,79.98073579,109.0177837,32.7064648
安庆市,安徽省,2007,191.2554213,289.1410009,14171.50083,32496.0,0.783517,10485.0,0.3951,610.99,0.175452953,0.283535677,3,358.0624641,116.6302585,30.6592336
安顺市,贵州省,2007,92.30417927,167.391037,16846.95957,8284.9,0.79655,5536.0,0.3994,267.36,0.153089467,0.305409821,3,220.3108645,105.9437773,26.254911
安阳市,河南省,2007,191.7085462,174.0570969,26569.82566,28616.2,0.882829,15526.0,0.2577,559.9,0.219699946,0.271419397,3,544.1938175,114.5096506,35.9901282
鞍山市,辽宁省,2007,283.2875576,381.7965862,26125.11967,59890.8,0.89385,38387.0,0.3965,350.25,0.505182013,0.273308294,1,410.4445123,122.8275,40.822222
巴彦淖尔市,内蒙古自治区,2007,184.8397897,356.8557652,17516.95892,9356.4,0.79207,20423.0,0.2749,182.3,0.340811849,0.294497488,1,234.3205144,107.494851,41.569576
巴中市,四川省,2007,170.2119903,157.5671596,5690.046548,15086.3,0.33031,5632.0,0.3562,374.22,0.164234942,0.236713437,3,114.9986441,107.062301,32.040248
白城市,吉林省,2007,123.6040732,134.8927746,6524.473721,13086.8,0.607011,11279.0,0.3703,202.93,0.397526241,0.212314794,1,84.56596633,123.1327161,45.4086001
白山市,吉林省,2007,123.6040732,183.0519337,8853.828788,16168.1,0.607011,18273.0,0.3165,129.92,0.673876232,0.212314794,1,114.7575451,126.4183792,41.936895
白银市,甘肃省,2007,87.96153651,152.5950961,6583.347333,14627.1,0.651656,11868.0,0.3156,176.34,0.24980152,0.359615158,2,92.2607401,104.784953,36.536461
百色市,广西壮族自治区,2007,106.9232005,186.2679537,12628.86799,11724.1,0.478652,9781.0,0.2748,385.9,0.125680228,0.36047748,4,231.5307353,106.6148824,23.9053605
蚌埠市,安徽省,2007,191.2554213,225.2894992,11041.98407,35993.9,0.783517,12818.0,0.4075,355.27,0.272384384,0.283535677,3,278.9909178,117.3825673,32.9176422
包头市,内蒙古自治区,2007,184.8397897,1698.606326,83379.39337,63548.6,0.79207,59719.0,0.4499,214.6,0.627819199,0.294497488,1,1115.347843,109.944912,40.6174777
宝鸡市,陕西省,2007,252.4636718,385.6758681,24453.69882,36332.4,0.96093,15439.0,0.3033,376.97,0.250630024,0.277585375,2,492.5121532,107.2322378,34.3609713
保定市,河北省,2007,286.2026478,844.7848332,71389.38374,43151.8,0.936462,12703.0,0.3465,1123.43,0.268490249,0.301398537,2,1426.76414,115.490696,38.8579735
保山市,云南省,2007,107.3511209,170.0595328,4946.954145,12526.9,0.512546,6630.0,0.3966,246.42,0.108879149,0.289015029,5,92.20560594,99.1591622,25.1147115
北海市,广西壮族自治区,2007,106.9232005,151.8668129,10296.48897,25576.6,0.478652,15897.0,0.3682,156.32,0.297658649,0.36047748,4,188.7701784,109.3729721,21.6740808
北京,,2007,730.3450364,18953.584,59291.53818,733.70979,0.880234,54129.72,0.75705,1743.04,0.7943,0.335217857,2,12182.81204,116.2,39.56
本溪市,辽宁省,2007,283.2875576,248.7374119,17020.3058,43344.9,0.89385,31066.0,0.3219,155.97,0.670064756,0.273308294,1,267.4013059,124.157425,41.176944
滨州市,山东省,2007,181.3307129,277.0893254,14376.65108,25457.5,0.961175,28125.0,0.2741,374.48,0.246178701,0.297411857,2,239.4215665,117.9647262,37.3821206
亳州市,安徽省,2007,191.2554213,51.37017073,2517.7765,21184.0,0.783517,6718.0,0.4114,576.38,0.110187723,0.283535677,3,63.61508695,115.7730968,33.8490794
沧州市,河北省,2007,286.2026478,318.3372978,26901.41041,21821.5,0.936462,21205.0,0.3682,700.2,0.296629534,0.301398537,2,537.6425132,116.8511597,38.3042796
常德市,湖南省,2007,283.7814927,557.4689517,25736.94572,28066.6,0.588348,15901.0,0.3373,611.99,0.235346983,0.20915661,3,631.6093592,111.6928724,29.034552
常州市,江苏省,2007,668.0172153,878.0300137,54624.77085,161098.7,0.731825,52840.0,0.3696,357.38,0.50374951,0.397555029,3,2362.699954,119.9691539,31.8122623
巢湖市,安徽省,2007,191.2554213,218.2456196,10696.74646,20870.11513,0.78231423,9809.0,0.3649,455.03,0.160934444,0.283535677,3,270.2680148,117.7327935,31.7277526
朝阳市,辽宁省,2007,283.2875576,223.0091672,15259.80428,17193.0,0.89385,9824.0,0.3084,340.16,0.273635936,0.273308294,1,239.7425545,120.4390738,41.5754767
潮州市,广东省,2007,281.0759243,89.0913285,5778.336798,67022.7,0.684272,15261.0,0.351,254.06,0.291072975,0.399192352,4,107.3577148,116.6204223,23.656593
郴州市,湖南省,2007,283.7814927,383.17903,17690.41641,44309.1,0.588348,14861.0,0.3415,466.39,0.400201548,0.20915661,3,434.1398042,113.0094337,25.7733598
成都市,四川省,2007,170.2119903,10387.13705,375099.0591,174113.2,0.33031,26525.0,0.4768,1112.28,0.535440716,0.236713437,3,7580.936785,104.063315,30.659867
承德市,河北省,2007,286.2026478,384.578962,32499.22823,21946.1,0.936462,16377.0,0.271,366.89,0.265747227,0.301398537,2,649.5186116,117.9567031,40.9507147
池州市,安徽省,2007,191.2554213,87.6227517,4294.603307,13440.1,0.783517,10949.0,0.4098,158.02,0.173712188,0.283535677,3,108.5090606,117.4859885,30.6671088
赤峰市,内蒙古自治区,2007,184.8397897,809.3537598,39728.70258,36200.2,0.79207,13471.0,0.3196,452.77,0.234092365,0.294497488,1,531.4421339,118.9759212,43.2564906
崇左市,广西壮族自治区,2007,106.9232005,77.67185544,5266.110403,6429.0,0.478652,10826.0,0.3343,236.89,0.170247794,0.36047748,4,96.54597824,107.328244,22.4910206
滁州市,安徽省,2007,191.2554213,196.7157259,9641.514224,18621.0,0.783517,10611.0,0.3472,443.96,0.216483467,0.283535677,3,243.6061206,118.3139455,32.3027377
达州市,四川省,2007,170.2119903,453.6799651,16383.23701,24285.5,0.33031,8970.0,0.2884,650.11,0.179154297,0.236713437,3,331.1132915,107.650683,31.345115
大连市,辽宁省,2007,283.2875576,3113.492457,213046.334,222663.6,0.89385,51630.0,0.4299,578.19,0.582559366,0.273308294,1,3347.11189,121.6098013,38.9130495
大庆市,黑龙江省,2007,103.6115522,280.5918373,80289.81114,69521.6,0.839116,67161.0,0.1201,273.36,0.490013169,0.196075602,1,1006.938811,124.5598093,46.3240228
大同市,山西省,2007,230.9431918,870.9565347,45113.34517,42273.0,0.91304,15581.0,0.4187,309.42,0.465419171,0.263132292,2,757.1782696,113.2952665,40.0923194
丹东市,辽宁省,2007,283.2875576,347.1477,23754.20716,31185.36,0.89385,19119.0,0.4059,242.8,0.417998353,0.273308294,1,373.1957633,124.3821748,40.1237658
德阳市,四川省,2007,170.2119903,295.3681463,10666.29941,28199.6,0.33031,17789.0,0.262,385.31,0.222599984,0.236713437,3,215.571166,104.39013,31.1244028
德州市,山东省,2007,181.3307129,569.2193137,29533.67997,26821.1,0.961175,21723.0,0.3105,561.67,0.289924689,0.297411857,2,491.8391554,116.3534091,37.4363704
定西市,甘肃省,2007,87.96153651,197.6113282,8525.464077,5221.2,0.651656,3398.0,0.3901,296.12,0.102829934,0.359615158,2,119.4780688,104.59362,35.1773165
东莞市,广东省,2007,281.0759243,1560.073766,101184.1647,467191.9,0.684272,46027.0,0.428,171.26,0.430164662,0.399192352,4,1879.935537,113.7452332,23.0183568
东营市,山东省,2007,181.3307129,751.3655643,38984.25366,23604.1,0.961175,84081.0,0.2012,183.09,0.433573652,0.297411857,2,649.2242897,118.6689349,37.4334738
鄂尔多斯市,内蒙古自治区,2007,184.8397897,1759.314077,86359.35136,11396.8,0.79207,75164.0,0.4065,143.99,0.321827905,0.294497488,1,1155.210087,108.8134284,39.4602947
鄂州市,湖北省,2007,340.485698,195.0180688,6651.801461,27454.9,0.395116,20263.0,0.3277,107.01,0.384263153,0.260953279,3,165.2450089,114.8898988,30.3925379
防城港市,广西壮族自治区,2007,106.9232005,103.0339402,6985.646235,12514.1,0.478652,19329.0,0.3366,83.32,0.295367259,0.36047748,4,128.0710045,108.0271898,21.8615
佛山市,广东省,2007,281.0759243,2540.418079,164767.9018,352876.7,0.684272,61199.0,0.3315,361.08,1.0,0.399192352,4,3061.279747,113.1159558,23.0239788
福州市,福建省,2007,327.9138914,1744.317245,119508.1322,315877.0,0.545614,29515.0,0.4317,630.3,0.388656195,0.396751779,3,2783.560451,119.2918215,26.0774954
抚顺市,辽宁省,2007,283.2875576,216.2536039,14797.54268,49050.7,0.89385,24451.0,0.3737,223.72,0.661362417,0.273308294,1,232.4800907,123.924157,41.8692972
抚州市,江西省,2007,145.2438041,195.3203748,21027.72969,25001.1,0.878913,9570.0,0.315,385.1,0.242534407,0.310769846,3,430.9629817,116.415177,27.502232
阜新市,辽宁省,2007,283.2875576,109.1448315,7468.431848,31374.7,0.89385,10025.0,0.3956,193.07,0.447454291,0.273308294,1,117.3344623,122.015278,42.330278
阜阳市,安徽省,2007,191.2554213,210.4709357,10315.69038,16847.0,0.783517,5515.0,0.3684,974.29,0.122212072,0.283535677,3,260.6401086,115.8090001,32.8926763
赣州市,江西省,2007,145.2438041,237.9355082,25615.57419,24878.9,0.878913,8487.0,0.3723,877.04,0.206387394,0.310769846,3,524.9907808,114.9287362,25.8332103
固原市,宁夏回族自治区,2007,184.8635865,49.70487304,2077.64295,5227.6,0.857656,4054.0,0.5174,153.84,0.127665107,0.439132444,7,34.34036724,106.232668,35.93495
广安市,四川省,2007,170.2119903,201.4263317,7273.883763,3872.9,0.33031,9054.0,0.3571,462.53,0.15389272,0.236713437,3,147.0087745,106.6286646,30.4593051
广元市,四川省,2007,170.2119903,108.1878703,3906.86752,19812.5,0.33031,6893.0,0.3524,307.41,0.204124784,0.236713437,3,78.95971738,105.8395358,32.2685578
广州市,广东省,2007,281.0759243,5243.011981,340054.2967,944892.02,0.684272,71808.0,0.5841,773.48,0.89666184,0.399192352,4,6317.986209,113.2592945,23.1301964
贵港市,广西壮族自治区,2007,106.9232005,123.5475758,8376.459792,32206.2,0.478652,8038.0,0.3543,491.59,0.106450497,0.36047748,4,153.5694171,110.0412939,23.3594346
贵阳市,贵州省,2007,92.30417927,2372.431424,238771.7825,230728.0,0.79655,19489.0,0.4702,359.82,0.497804458,0.305409821,5,3122.463587,106.6246178,26.6499922
桂林市,广西壮族自治区,2007,106.9232005,496.1468821,33638.49418,53074.6,0.478652,14828.0,0.3618,504.62,0.236336253,0.36047748,4,616.7096925,110.2910622,25.2779894
哈尔滨市,黑龙江省,2007,103.6115522,899.2611594,257318.6353,184787.2,0.839116,24768.0,0.4869,987.32,0.483045011,0.196075602,1,3227.110852,126.6276177,45.7593633
海口市,海南省,2007,83.99441224,561.6352351,26019.85332,36573.5,0.620323,22109.0,0.6496,152.94,0.598143063,0.316297936,4,400.0793298,110.1956502,20.0462328
邯郸市,河北省,2007,286.2026478,559.7203361,47299.72449,46570.3,0.936462,18406.0,0.3444,896.36,0.330637244,0.301398537,2,945.3163368,114.4857072,36.6107711
汉中市,陕西省,2007,252.4636718,226.356277,14352.07303,18656.9,0.96093,8319.0,0.3698,379.25,0.197257746,0.277585375,2,289.0593542,107.045009,33.171124
杭州市,浙江省,2007,1285.555224,5221.914448,184888.2804,381172.8,0.703462,52590.0,0.4585,672.35,0.481520042,0.405809947,3,9611.82967,120.2052342,30.2489634
合肥市,安徽省,2007,191.2554213,2581.318394,126516.6671,197278.1,0.783517,28134.0,0.4524,478.9,0.425412403,0.283535677,3,3196.617643,117.281428,31.8665676
河池市,广西壮族自治区,2007,106.9232005,41.34740434,2803.331978,26353.3,0.478652,8486.0,0.3164,396.99,0.14431094,0.36047748,4,51.39475009,107.8857367,24.7169004
河源市,广东省,2007,281.0759243,145.8762206,9461.324102,30646.1,0.684272,11710.0,0.3319,335.43,0.241689771,0.399192352,4,175.7852078,114.6954482,23.746777
菏泽市,山东省,2007,181.3307129,437.2255716,22685.24591,28973.3,0.961175,8424.0,0.2508,914.2,0.205328156,0.297411857,2,377.7887551,115.4464761,35.2477266
贺州市,广西壮族自治区,2007,106.9232005,39.00101603,2644.248101,31652.4,0.478652,11552.0,0.2368,218.41,0.140607115,0.36047748,4,48.4781936,111.3590955,24.3705146
鹤壁市,河南省,2007,191.7085462,47.50756482,7252.03245,13281.4,0.882829,19195.0,0.2377,154.1,0.323361454,0.271419397,3,148.5335762,114.2912899,35.7494986
鹤岗市,黑龙江省,2007,103.6115522,36.73269931,10510.8599,16350.1,0.839116,14048.0,0.3441,109.33,0.806000183,0.196075602,1,131.8198738,130.2684769,47.3272338
黑河市,黑龙江省,2007,103.6115522,5.082677828,1454.380309,2044.1,0.839116,9370.0,0.4269,173.97,0.56164856,0.196075602,1,18.23982344,127.11731,49.249879
衡水市,河北省,2007,286.2026478,194.4342558,16430.86045,34720.2,0.936462,13132.0,0.3293,427.18,0.23360176,0.301398537,2,328.3816339,115.6677229,37.7364305
衡阳市,湖南省,2007,283.7814927,328.8412546,15181.77738,44799.1,0.588348,12232.0,0.3651,728.88,0.412180331,0.20915661,3,372.5753936,112.5666191,26.8971308
呼和浩特市,内蒙古自治区,2007,184.8397897,2691.652706,132125.0053,53491.4,0.79207,42016.0,0.5662,220.84,0.467125521,0.294497488,1,1767.407195,111.6601939,40.8184528
呼伦贝尔市,内蒙古自治区,2007,184.8397897,909.7890883,44658.76591,9298.6,0.79207,18687.0,0.4246,270.56,0.659705795,0.294497488,1,597.390509,119.7370167,49.2125235
葫芦岛市,辽宁省,2007,283.2875576,187.5144041,12831.01112,45832.89,0.89385,14965.0,0.3678,278.7,0.304808037,0.273308294,1,201.5844586,120.8404789,40.7515443
湖州市,浙江省,2007,1285.555224,955.6089026,33834.50428,52470.0,0.703462,34596.0,0.3494,257.8,0.308805275,0.405809947,3,1758.962177,120.0851114,30.8942995
怀化市,湖南省,2007,283.7814927,217.8910798,10059.4856,27959.2,0.588348,9045.0,0.4304,502.01,0.187426545,0.20915661,3,246.8694353,110.143549,27.659483
淮安市,江苏省,2007,668.0172153,398.5371925,24794.14425,61745.1,0.731825,14347.0,0.3479,534.0,0.311348315,0.397555029,3,1072.427812,119.0196971,33.5978169
淮北市,安徽省,2007,191.2554213,117.5595754,5761.87955,18880.8,0.783517,12674.0,0.3372,213.67,0.430196097,0.283535677,3,145.5818134,116.7928916,33.9566098
淮南市,安徽省,2007,191.2554213,207.4934115,10169.7547,43837.8,0.783517,15699.0,0.3535,239.42,0.462367388,0.283535677,3,256.952843,117.0130019,32.5866826
黄冈市,湖北省,2007,340.485698,484.8313351,16536.93836,15262.5,0.395116,5891.0,0.3506,730.98,0.226175819,0.260953279,3,410.8130019,114.8673226,30.4560187
黄山市,安徽省,2007,191.2554213,210.9690894,10340.1061,15228.1,0.783517,14430.0,0.483,147.98,0.238410596,0.283535677,3,261.2570053,118.3324811,29.7172627
黄石市,湖北省,2007,340.485698,408.530126,13934.40775,33234.9,0.395116,19409.0,0.389,255.39,0.363404988,0.260953279,3,346.160562,115.0334144,30.2024971
惠州市,广东省,2007,281.0759243,1026.222328,66559.31996,95465.1,0.684272,28945.0,0.3398,312.89,0.585988686,0.399192352,4,1236.62859,114.4127007,23.1125153
鸡西市,黑龙江省,2007,103.6115522,55.37734153,15845.92173,19015.3,0.839116,13858.0,0.4164,191.1,0.62967033,0.196075602,1,198.7284983,130.9619259,45.2928513
吉安市,江西省,2007,145.2438041,102.3293587,11016.53679,10881.5,0.878913,8559.0,0.334,479.72,0.221962812,0.310769846,3,225.7837443,114.961355,27.0937349
吉林市,吉林省,2007,123.6040732,1241.087791,60028.75023,54491.4,0.607011,23277.0,0.3727,432.67,0.489264335,0.212314794,1,778.0534473,126.5438702,43.8349669
济南市,山东省,2007,181.3307129,2286.896867,118654.5828,225991.3,0.961175,42424.0,0.4895,604.85,0.584536662,0.297411857,2,1976.014159,117.1138479,36.6519754
济宁市,山东省,2007,181.3307129,678.3756787,35197.20732,32594.1,0.961175,21992.0,0.3239,818.27,0.268910017,0.297411857,2,586.1567113,116.5849266,35.4125047
佳木斯市,黑龙江省,2007,103.6115522,68.88268778,19710.40229,35851.2,0.839116,13690.0,0.4865,250.53,0.493513751,0.196075602,1,247.1941181,130.3747185,46.8037423
嘉兴市,浙江省,2007,1285.555224,1487.07133,52651.5828,43719.9,0.703462,47157.0,0.3397,336.81,0.35735281,0.405809947,3,2737.209977,120.7510971,30.7474425
嘉峪关市,甘肃省,2007,87.96153651,123.2284524,5316.394329,9056.3,0.651656,58856.0,0.1717,18.14,0.888092613,0.359615158,2,74.50533151,98.2885388,39.7722294
江门市,广东省,2007,281.0759243,406.3316387,26354.09192,76194.1,0.684272,26882.0,0.3601,388.38,0.565065142,0.399192352,4,489.6417745,113.0761073,22.5816619
焦作市,河南省,2007,191.7085462,178.8494384,27301.37686,25594.7,0.882829,25230.0,0.2626,357.97,0.294549823,0.271419397,3,559.1771917,113.143889,35.1375
揭阳市,广东省,2007,281.0759243,107.7330668,6987.413416,13555.0,0.684272,10339.0,0.322,634.78,0.38997763,0.399192352,4,129.8215668,116.3680354,23.553156
金昌市,甘肃省,2007,87.96153651,64.28798037,2773.549837,12354.41667,0.651656,45574.0,0.1138,47.3,0.476744186,0.359615158,2,38.86924808,102.058389,38.449693
金华市,浙江省,2007,1285.555224,1222.21129,43273.88852,42858.7,0.703462,32002.0,0.4053,459.19,0.224983122,0.405809947,3,2249.689622,119.6486487,29.1080344
锦州市,辽宁省,2007,283.2875576,214.0152367,14644.37837,36868.1,0.89385,17817.0,0.3783,309.41,0.387867231,0.273308294,1,230.0737687,121.615278,41.494444
晋城市,山西省,2007,230.9431918,252.3324465,13070.18238,11783.5,0.91304,18773.0,0.3162,222.33,0.234471281,0.263132292,2,219.3687487,112.8454497,35.4913132
晋中市,山西省,2007,230.9431918,713.5672945,36960.98069,11615.0,0.91304,15157.0,0.3638,313.88,0.277494584,0.263132292,2,620.3497278,112.7383414,37.6866796
荆门市,湖北省,2007,340.485698,236.521488,8067.42672,26295.5,0.395116,14157.0,0.3731,298.57,0.270254882,0.260953279,3,200.4121752,112.1937979,31.0375248
荆州市,湖北省,2007,340.485698,440.4790105,15024.14081,38485.9,0.395116,8001.0,0.3681,651.77,0.248599966,0.260953279,3,373.2318674,112.2337264,30.3375612
