城市,省份,年份,单位面积建材碳排放（kgco2/m2),施工面积(万平方米),建筑面积(万平方米),电力消费量（亿千瓦小时）,电网因子（kgco2/kwh),人均地区生产总值(元）,第三产业比重,总人口（万人）,城镇化率,能源结构,气候区,co2总量（万吨）,经度,纬度
安康市,陕西省,2003,92.96349322,271.2104789,7528.225931,12145.95982,1.092003628,3528.0,0.4939,294.06,0.147112834,0.289163497,2,116.4760853,109.0177837,32.7064648
安庆市,安徽省,2003,134.1356214,200.2548459,8918.783727,27032.9024,0.770371053,5299.0,0.3189,605.2,0.157815598,0.281497318,3,203.4410579,116.6302585,30.6592336
安顺市,贵州省,2003,130.3697131,118.4004696,10932.84163,2508.721295,1.00033938,3042.0,0.3209,250.59,0.158346303,0.214686715,3,155.5177377,105.9437773,26.254911
安阳市,河南省,2003,109.7335197,193.4770403,24197.77373,8231.42212,0.937551088,6869.0,0.2925,533.14,0.211070263,0.299209754,3,428.0864804,114.5096506,35.9901282
鞍山市,辽宁省,2003,263.6978656,299.073687,18018.12615,52064.21358,0.97644646,22909.0,0.3903,345.28,0.505618628,0.266160092,1,316.7701854,122.8275,40.822222
巴彦淖尔市,内蒙古自治区,2003,147.0564777,220.2621514,7089.143956,5434.48824,0.704996372,8643.0,0.3536,176.13,0.326349855,0.223682288,1,112.5997256,107.494851,41.569576
巴中市,四川省,2003,143.1728513,92.07010816,4864.34573,12594.68813,0.388667876,3051.0,0.362,356.06,0.155591754,0.294547525,3,92.32541464,107.062301,32.040248
白城市,吉林省,2003,544.3808463,2488.884777,9750.114279,12680.19998,0.499334576,6152.0,0.3146,200.82,0.401105468,0.203103645,1,310.1699929,123.1327161,45.4086001
白山市,吉林省,2003,544.3808463,2782.450936,10900.14887,9507.02071,0.499334576,8264.0,0.3125,132.97,0.66127698,0.203103645,1,346.7548176,126.4183792,41.936895
白银市,甘肃省,2003,168.6895371,110.8173399,4489.209533,10745.27651,0.707590018,6028.0,0.3342,173.64,0.225869615,0.287233703,2,79.7005753,104.784953,36.536461
百色市,广西壮族自治区,2003,281.7464121,27.31885334,2816.603428,6153.77141,0.471565699,4416.0,0.3103,368.44,0.1255564,0.390249571,4,118.6462496,106.6148824,23.9053605
蚌埠市,安徽省,2003,134.1356214,257.0594677,11448.70071,30852.50069,0.770371053,6269.0,0.3674,344.93,0.247209579,0.281497318,3,261.1494858,117.3825673,32.9176422
包头市,内蒙古自治区,2003,147.0564777,722.6803327,23259.4882,29568.06966,0.704996372,19089.0,0.3845,238.13,0.603283921,0.223682288,1,369.4398089,109.944912,40.6174777
宝鸡市,陕西省,2003,92.96349322,526.6510701,14618.71333,31551.35404,1.092003628,7132.0,0.3772,367.1,0.242032144,0.289163497,2,226.1795165,107.2322378,34.3609713
保定市,河北省,2003,120.412456,425.657016,45420.8981,29523.31808,0.965733575,8614.0,0.3632,1076.98,0.232873405,0.283105666,2,625.6564268,115.490696,38.8579735
保山市,云南省,2003,106.8565899,84.2769604,3452.312269,9078.05289,0.653315062,3662.0,0.425,239.25,0.104284222,0.287976794,5,66.94412068,99.1591622,25.1147115
北海市,广西壮族自治区,2003,281.7464121,50.28371138,5184.305215,17268.92306,0.471565699,9590.0,0.4156,146.77,0.293588608,0.390249571,4,218.3830227,109.3729721,21.6740808
北京,,2003,924.3369483,12330.9231,35905.07071,448.9056,0.953135026,31099.17,0.64655073,1324.96,0.85943,0.27224148,2,8175.802046,116.2,39.56
本溪市,辽宁省,2003,263.6978656,193.067795,11631.64811,43186.72489,0.97644646,14985.0,0.3738,156.58,0.659918253,0.266160092,1,204.4918154,124.157425,41.176944
滨州市,山东省,2003,197.8358267,131.754608,4680.227505,22627.27485,1.01347323,11123.0,0.2995,366.15,0.237361737,0.24656931,2,103.8735801,117.9647262,37.3821206
亳州市,安徽省,2003,134.1356214,87.60281265,3901.581189,11783.4276,0.770371053,3538.0,0.358,539.23,0.114255512,0.281497318,3,88.99664223,115.7730968,33.8490794
沧州市,河北省,2003,120.412456,291.9706834,31155.5317,13712.72755,0.965733575,9496.0,0.3272,680.17,0.224987871,0.283105666,2,429.1561694,116.8511597,38.3042796
常德市,湖南省,2003,504.9937052,236.0065651,13566.02242,14860.30566,0.639434301,8121.0,0.3559,600.2,0.226707764,0.322419047,3,748.948324,111.6928724,29.034552
常州市,江苏省,2003,681.5071868,420.6441188,20846.11162,137122.0551,0.72352677,26149.0,0.3673,346.22,0.461209635,0.4399012,3,1345.381109,119.9691539,31.8122623
巢湖市,安徽省,2003,134.1356214,142.8469724,6361.999617,17706.48602,0.77029052,5553.0,0.3444,453.3,0.179351423,0.281497318,3,145.11978,117.7327935,31.7277526
朝阳市,辽宁省,2003,263.6978656,175.931545,10599.24998,14475.6131,0.97644646,3568.0,0.3733,336.5,0.260624071,0.266160092,1,186.3415959,120.4390738,41.5754767
潮州市,广东省,2003,262.7160372,31.88561014,2357.160613,60391.76337,0.749901451,9517.0,0.3683,249.0,0.260160643,0.471787991,4,44.60493324,116.6204223,23.656593
郴州市,湖南省,2003,504.9937052,268.2997454,15422.28438,35342.04331,0.639434301,7141.0,0.4141,455.27,0.320073802,0.322419047,3,851.428199,113.0094337,25.7733598
成都市,四川省,2003,143.1728513,4593.19408,242672.5075,49860.55792,0.388667876,18051.0,0.4627,1044.31,0.369842288,0.294547525,3,4605.930811,104.063315,30.659867
承德市,河北省,2003,120.412456,331.4388156,35367.08688,19408.84881,0.965733575,6555.0,0.3478,359.06,0.241965131,0.283105666,2,487.1688172,117.9567031,40.9507147
池州市,安徽省,2003,134.1356214,88.09569027,3923.532562,9412.47571,0.770371053,4876.0,0.3545,154.91,0.158091795,0.281497318,3,89.49736192,117.4859885,30.6671088
赤峰市,内蒙古自治区,2003,147.0564777,247.8741085,7977.835624,32040.25242,0.704996372,5315.0,0.3674,447.3,0.213503242,0.223682288,1,126.7151729,118.9759212,43.2564906
崇左市,广西壮族自治区,2003,281.7464121,1.178963878,121.5524553,4528.1911,0.471565699,4687.0,0.3784,227.89,0.164070385,0.390249571,4,5.120260382,107.328244,22.4910206
滁州市,安徽省,2003,134.1356214,127.2080987,5665.488468,16931.0127,0.770371053,6960.0,0.3551,432.94,0.225620178,0.281497318,3,129.2320795,118.3139455,32.3027377
达州市,四川省,2003,143.1728513,262.1424462,13849.7881,9856.03615,0.388667876,4009.0,0.3189,628.46,0.162540178,0.294547525,3,262.869356,107.650683,31.345115
大连市,辽宁省,2003,263.6978656,2347.208097,141410.9413,213390.8057,0.97644646,29206.0,0.4311,560.16,0.531062554,0.266160092,1,2486.094819,121.6098013,38.9130495
大庆市,黑龙江省,2003,185.940308,43.43672284,7694.264642,71811.94116,0.870811434,43927.0,0.1163,257.9,0.474990306,0.246727424,1,136.8229912,124.5598093,46.3240228
大同市,山西省,2003,284.4933059,841.8082952,31947.98325,30438.9723,0.959278584,8216.0,0.3623,295.92,0.438936199,0.253752953,2,592.7725564,113.2952665,40.0923194
丹东市,辽宁省,2003,263.6978656,206.1878819,12422.08669,26474.10558,0.97644646,9655.0,0.4412,241.22,0.415471354,0.266160092,1,218.3882314,124.3821748,40.1237658
德阳市,四川省,2003,143.1728513,281.5297643,14874.07949,23974.65236,0.388667876,9344.0,0.3356,380.59,0.205601829,0.294547525,3,282.3104344,104.39013,31.1244028
德州市,山东省,2003,197.8358267,539.2199409,19154.33576,23099.88331,1.01347323,10218.0,0.3129,546.02,0.230650892,0.24656931,2,425.1138277,116.3534091,37.4363704
定西市,甘肃省,2003,168.6895371,118.5912737,4804.131527,6561.51992,0.707590018,1892.0,0.3291,296.35,0.10747427,0.287233703,2,85.2916407,104.59362,35.1773165
东莞市,广东省,2003,262.7160372,463.9976275,34301.2703,391074.6846,0.749901451,60158.0,0.43,158.96,0.357762959,0.471787991,4,649.0885108,113.7452332,23.0183568
东营市,山东省,2003,197.8358267,467.7368188,16615.09042,19657.71491,1.01347323,39528.0,0.1516,176.81,0.45664838,0.24656931,2,368.7574852,118.6689349,37.4334738
鄂尔多斯市,内蒙古自治区,2003,147.0564777,224.2447616,7217.324385,4631.888532,0.704996372,20074.0,0.3023,135.97,0.323968522,0.223682288,1,114.6356669,108.8134284,39.4602947
鄂州市,湖北省,2003,287.1870369,74.01144878,3334.029758,21865.36379,0.426811434,12066.0,0.3492,104.33,0.296079747,0.250806565,3,83.42528981,114.8898988,30.3925379
防城港市,广西壮族自治区,2003,281.7464121,12.80305957,1320.009337,7570.36911,0.471565699,9160.0,0.3895,78.85,0.254280279,0.390249571,4,55.60390775,108.0271898,21.8615
佛山市,广东省,2003,262.7160372,745.0341307,55077.0426,281972.2439,0.749901451,40444.0,0.3903,344.24,0.998431327,0.471787991,4,1042.231826,113.1159558,23.0239788
福州市,福建省,2003,166.1966506,1431.567619,100577.8146,311127.8372,0.545799274,20520.0,0.3876,604.86,0.339632312,0.391815503,3,1762.1221,119.2918215,26.0774954
抚顺市,辽宁省,2003,263.6978656,212.3767487,12794.94391,44598.17127,0.97644646,13912.0,0.3368,225.47,0.657027542,0.266160092,1,224.9432998,123.924157,41.8692972
抚州市,江西省,2003,120.3188113,81.67474282,14116.79623,23478.79461,1.045132575,4496.0,0.2984,376.11,0.245141049,0.293293583,3,286.5534634,116.415177,27.502232
阜新市,辽宁省,2003,263.6978656,168.9086954,10176.14827,29628.06127,0.97644646,5339.0,0.3861,193.02,0.445238835,0.266160092,1,178.903197,122.015278,42.330278
阜阳市,安徽省,2003,134.1356214,150.9480537,6722.798833,2747.165248,0.770371053,2611.0,0.3679,904.1,0.112819378,0.281497318,3,153.3497558,115.8090001,32.8926763
赣州市,江西省,2003,120.3188113,65.82077327,11376.57018,17869.60049,1.045132575,4293.0,0.3817,831.2,0.191554379,0.293293583,3,230.9302716,114.9287362,25.8332103
固原市,宁夏回族自治区,2003,230.1357632,22.50296911,1275.054281,4285.04076,0.913590018,2000.0,0.3962,187.83,0.1011553,0.368175075,7,23.20797106,106.232668,35.93495
广安市,四川省,2003,143.1728513,176.0992896,9303.864681,1351.32289,0.388667876,3950.0,0.3454,448.53,0.13528638,0.294547525,3,176.5876054,106.6286646,30.4593051
广元市,四川省,2003,143.1728513,95.65071635,5053.520224,14011.03045,0.388667876,3425.0,0.3639,304.08,0.19442252,0.294547525,3,95.91595171,105.8395358,32.2685578
广州市,广东省,2003,262.7160372,3531.270922,261051.0727,849450.0036,0.749901451,48372.0,0.5373,725.19,0.680263103,0.471787991,4,4939.911862,113.2592945,23.1301964
贵港市,广西壮族自治区,2003,281.7464121,50.28265021,5184.195806,24575.17342,0.471565699,2882.0,0.3421,470.35,0.109365366,0.390249571,4,218.378414,110.0412939,23.3594346
贵阳市,贵州省,2003,130.3697131,2660.222117,245639.1195,183233.3332,1.00033938,10962.0,0.4205,344.86,0.479237952,0.214686715,5,3494.173009,106.6246178,26.6499922
桂林市,广西壮族自治区,2003,281.7464121,278.4519545,28708.69871,42811.06236,0.471565699,7940.0,0.3732,490.47,0.225742655,0.390249571,4,1209.321624,110.2910622,25.2779894
哈尔滨市,黑龙江省,2003,185.940308,1015.204745,179830.647,151327.4329,0.870811434,14872.0,0.4723,954.31,0.476281292,0.246727424,1,3197.832174,126.6276177,45.7593633
海口市,海南省,2003,159.0067211,425.9261161,20203.01607,22849.49035,0.580514611,16730.0,0.5763,139.19,0.546375458,0.254334722,4,515.8150427,110.1956502,20.0462328
海拉尔区,内蒙古自治区,2003,147.0564777,295.9559558,9525.351322,33809.42982,0.705627011,7902.0,0.4826,269.7,0.626065999,0.223682288,1,151.2949873,119.817227,49.2321432
邯郸市,河北省,2003,120.412456,440.2889412,46982.23776,36158.18993,0.965733575,8934.0,0.3374,857.09,0.198228891,0.283105666,2,647.1633153,114.4857072,36.6107711
汉中市,陕西省,2003,92.96349322,514.3235051,14276.52635,14595.47529,1.092003628,4402.0,0.4288,372.1,0.203171191,0.289163497,2,220.8852281,107.045009,33.171124
杭州市,浙江省,2003,1185.636992,1676.031638,95604.39538,305135.2187,0.732733575,32819.0,0.4209,642.78,0.410202558,0.336209045,3,6069.023874,120.2052342,30.2489634
合肥市,安徽省,2003,134.1356214,1706.936066,76022.09843,182967.2714,0.770371053,10720.0,0.415,456.6,0.350810337,0.281497318,3,1734.09476,117.281428,31.8665676
河池市,广西壮族自治区,2003,281.7464121,10.10767861,1042.112634,31979.59173,0.471565699,3768.0,0.3678,381.0,0.148136483,0.390249571,4,43.8978219,107.8857367,24.7169004
河源市,广东省,2003,262.7160372,39.05707337,2887.314829,28738.99871,0.749901451,4111.0,0.37,334.13,0.253135007,0.471787991,4,54.63712762,114.6954482,23.746777
菏泽市,山东省,2003,197.8358267,191.1077503,6788.587991,19932.28593,1.01347323,3337.0,0.246,874.47,0.170846341,0.24656931,2,150.6668079,115.4464761,35.2477266
贺州市,广西壮族自治区,2003,281.7464121,13.42702965,1384.341329,31744.32014,0.471565699,5505.0,0.3133,209.22,0.137893127,0.390249571,4,58.31382053,111.3590955,24.3705146
鹤壁市,河南省,2003,109.7335197,19.78978656,2475.067721,10527.31064,0.937551088,8587.0,0.2857,146.31,0.313307361,0.299209754,3,43.78679796,114.2912899,35.7494986
