城市,省份,年份,单位面积建材碳排放（kgco2/m2),施工面积(万平方米),建筑面积(万平方米),电力消费量（亿千瓦小时）,电网因子（kgco2/kwh),人均地区生产总值(元）,第三产业比重,总人口（万人）,城镇化率,能源结构,气候区,co2总量（万吨）,经度,纬度
安康市,陕西省,2009,408.6870998,124.1951486,5772.998884,25019.0,0.88,10341.0,0.4154,303.57,0.15918569,0.285734866,2,137.7211749,109.0177837,32.7064648
安庆市,安徽省,2009,253.4883708,284.098994,13321.30184,47056.0,0.79505,13811.0,0.3459,615.88,0.18098818,0.378420177,3,383.5124939,116.6302585,30.6592336
安顺市,贵州省,2009,259.0207652,205.9295863,15226.90101,18700.0,0.669,7630.0,0.4618,273.49,0.152638122,0.314115359,3,270.6363016,105.9437773,26.254911
安阳市,河南省,2009,242.9203869,267.2676589,32618.09897,63732.0,0.85085,21578.0,0.2721,573.16,0.222738851,0.294077609,3,765.5298226,114.5096506,35.9901282
鞍山市,辽宁省,2009,767.8156099,904.0541409,57739.63065,69195.0,0.844,49301.0,0.4244,352.03,0.504457007,0.237027561,1,1471.683905,122.8275,40.822222
巴彦淖尔市,内蒙古自治区,2009,287.6687933,901.0462472,46051.04257,14184.0,0.851,29384.0,0.2562,173.3,0.369457588,0.231383045,1,638.6032379,107.494851,41.569576
巴中市,四川省,2009,250.986997,193.1753279,7633.419986,15292.0,0.296,7548.0,0.3899,401.18,0.171608754,0.242291348,3,183.0036839,107.062301,32.040248
白城市,吉林省,2009,225.0030456,43.31078321,3426.142015,11481.0,0.67915,17404.0,0.382,203.17,0.397046808,0.184899338,1,52.02524027,123.1327161,45.4086001
白山市,吉林省,2009,225.0030456,116.0097571,9177.065696,19646.0,0.67915,27495.0,0.3267,129.72,0.680488745,0.184899338,1,139.3517974,126.4183792,41.936895
白银市,甘肃省,2009,167.2102109,173.3854674,8070.948396,21561.0,0.6189,15125.0,0.3235,179.55,0.258457254,0.421780425,2,137.5464279,104.784953,36.536461
百色市,广西壮族自治区,2009,127.0378667,158.3401598,15634.04475,19355.0,0.4863,12423.0,0.301,398.57,0.124818727,0.35084189,4,287.1024879,106.6148824,23.9053605
蚌埠市,安徽省,2009,253.4883708,162.6146853,7624.945364,38863.0,0.79505,14803.0,0.3594,360.64,0.282597604,0.378420177,3,219.5177204,117.3825673,32.9176422
包头市,内蒙古自治区,2009,287.6687933,2483.613053,126933.5184,90450.0,0.851,84979.0,0.4326,219.59,0.621102965,0.231383045,1,1760.22412,109.944912,40.6174777
宝鸡市,陕西省,2009,408.6870998,573.4491078,26655.80015,32238.0,0.88,21526.0,0.2855,378.78,0.255953324,0.285734866,2,635.9031395,107.2322378,34.3609713
保定市,河北省,2009,269.7729234,1102.668194,97639.34783,62703.0,0.9208,15770.0,0.3429,1155.28,0.279971089,0.246921974,2,1805.3256,115.490696,38.8579735
保山市,云南省,2009,147.4853493,334.3009713,9510.586123,15845.0,0.4254,8972.0,0.3883,250.23,0.110314511,0.311407351,5,187.32578,99.1591622,25.1147115
北海市,广西壮族自治区,2009,127.0378667,233.8092059,23085.63787,34610.0,0.4863,20093.0,0.384,160.18,0.298270695,0.35084189,4,423.9430149,109.3729721,21.6740808
北京,,2009,972.743521,24765.49706,69113.74271,790.886755,0.8366,63406.8,0.77765,1767.0,0.8755,0.369862946,2,15486.20418,116.2,39.56
本溪市,辽宁省,2009,767.8156099,234.1155226,14952.36092,40778.0,0.844,44251.0,0.3491,155.46,0.670622668,0.237027561,1,381.1099699,124.157425,41.176944
滨州市,山东省,2009,352.5249262,602.8416644,33995.83051,28604.0,0.93075,36679.0,0.3363,377.49,0.247481682,0.297672894,2,720.4873755,117.9647262,37.3821206
亳州市,安徽省,2009,253.4883708,94.11826894,4413.172506,29402.0,0.79505,8477.0,0.3751,596.93,0.115457424,0.378420177,3,127.052657,115.7730968,33.8490794
沧州市,河北省,2009,269.7729234,440.0635573,38966.86144,36437.0,0.9208,25719.0,0.3975,717.5,0.336057143,0.246921974,2,720.4869152,116.8511597,38.3042796
常德市,湖南省,2009,321.8998039,481.8096639,25984.78179,55013.0,0.5587,22496.0,0.3638,616.69,0.233645754,0.245853699,3,655.5355821,111.6928724,29.034552
常州市,江苏省,2009,809.7916703,1092.082224,67133.72647,174911.0,0.74025,70138.0,0.3962,359.82,0.512586849,0.357888743,3,3147.176868,119.9691539,31.8122623
巢湖市,安徽省,2009,253.4883708,261.8720227,12279.08698,25239.0,0.788644144,12280.0,0.3398,458.6,0.15504143,0.378420177,3,353.5077373,117.7327935,31.7277526
朝阳市,辽宁省,2009,767.8156099,297.7460227,19016.27856,19451.0,0.844,15724.0,0.3017,342.6,0.277915937,0.237027561,1,484.692243,120.4390738,41.5754767
潮州市,广东省,2009,260.4710101,99.5391245,7248.588406,82306.0,0.6453,18681.0,0.3764,257.89,0.293497228,0.445307039,4,124.6411615,116.6204223,23.656593
郴州市,湖南省,2009,321.8998039,350.4462095,18900.13623,50602.0,0.5587,19059.0,0.373,473.86,0.433087832,0.245853699,3,476.8064593,113.0094337,25.7733598
成都市,四川省,2009,250.986997,10019.13116,395910.9936,370213.0,0.296,35215.0,0.4959,1139.63,0.584276476,0.242291348,3,9491.573956,104.063315,30.659867
承德市,河北省,2009,269.7729234,424.7390899,37609.90654,23770.0,0.9208,22198.0,0.3348,371.91,0.280947003,0.246921974,2,695.3971796,117.9567031,40.9507147
池州市,安徽省,2009,253.4883708,204.2368784,9576.59535,16313.0,0.79505,17295.0,0.4085,159.88,0.178765324,0.378420177,3,275.7045828,117.4859885,30.6671088
赤峰市,内蒙古自治区,2009,287.6687933,965.1688225,49328.24555,40623.0,0.851,21037.0,0.3424,459.19,0.238739955,0.231383045,1,684.0491674,118.9759212,43.2564906
崇左市,广西壮族自治区,2009,127.0378667,79.87300847,7886.42749,8287.0,0.4863,13921.0,0.3615,241.96,0.170371136,0.35084189,4,144.8257946,107.328244,22.4910206
滁州市,安徽省,2009,253.4883708,288.6083983,13532.74622,25000.0,0.79505,14002.0,0.3117,450.25,0.219538034,0.378420177,3,389.599854,118.3139455,32.3027377
达州市,四川省,2009,250.986997,463.5737935,18318.35099,23478.0,0.296,11915.0,0.2864,657.56,0.190128657,0.242291348,3,439.1643223,107.650683,31.345115
大连市,辽宁省,2009,767.8156099,2914.12872,186117.9639,214224.0,0.844,70781.0,0.4389,584.8,0.608384063,0.237027561,1,4743.826878,121.6098013,38.9130495
大庆市,黑龙江省,2009,143.6999754,283.3005915,80517.30488,69963.0,0.8219,76068.0,0.1753,280.17,0.497597887,0.219176098,1,1068.672933,124.5598093,46.3240228
大同市,山西省,2009,380.5578525,1815.729728,100135.1933,54197.0,0.8865,18710.0,0.4709,315.6,0.47650507,0.25241396,2,1861.117751,113.2952665,40.0923194
丹东市,辽宁省,2009,767.8156099,445.0289386,28422.8625,36581.0,0.844,25034.0,0.3748,242.64,0.420338773,0.237027561,1,724.4498934,124.3821748,40.1237658
德阳市,四川省,2009,250.986997,280.2506411,11074.24467,29952.0,0.296,21352.0,0.265,388.4,0.236513903,0.242291348,3,265.4940478,104.39013,31.1244028
德州市,山东省,2009,352.5249262,632.859608,35688.62148,30226.0,0.93075,28046.0,0.3201,569.01,0.324468603,0.297672894,2,756.3633786,116.3534091,37.4363704
定西市,甘肃省,2009,167.2102109,252.3863259,11748.37224,2100.0,0.6189,4491.0,0.4566,299.43,0.102938917,0.421780425,2,200.2176889,104.59362,35.1773165
东莞市,广东省,2009,260.4710101,1809.036808,131736.7749,545838.0,0.6453,56601.0,0.5117,178.73,0.447658479,0.445307039,4,2265.244447,113.7452332,23.0183568
东营市,山东省,2009,352.5249262,730.6423775,41202.84961,28213.0,0.93075,102370.0,0.2245,184.59,0.409638767,0.297672894,2,873.2286438,118.6689349,37.4334738
鄂尔多斯市,内蒙古自治区,2009,287.6687933,3880.978326,198350.6381,22007.0,0.851,134400.0,0.3887,149.48,0.316831683,0.231383045,1,2750.586147,108.8134284,39.4602947
鄂州市,湖北省,2009,538.3705594,121.1192286,4531.232621,34062.0,0.3779,31310.0,0.3105,107.24,0.422920552,0.29459899,3,129.480287,114.8898988,30.3925379
防城港市,广西壮族自治区,2009,127.0378667,217.498092,21475.12614,17013.0,0.4863,29602.0,0.3435,86.92,0.334652554,0.35084189,4,394.3676919,108.0271898,21.8615
佛山市,广东省,2009,260.4710101,2690.547654,195929.7174,432375.0,0.6453,80686.0,0.35,367.63,0.970163842,0.445307039,4,3369.057006,113.1159558,23.0239788
福州市,福建省,2009,566.7955426,3039.387971,122343.5081,317805.0,0.5486,38015.0,0.4815,637.92,0.427095874,0.360120697,3,4145.137296,119.2918215,26.0774954
抚顺市,辽宁省,2009,767.8156099,323.5071815,20661.57803,51275.0,0.844,31343.0,0.3721,222.61,0.662580297,0.237027561,1,526.6280974,123.924157,41.8692972
抚州市,江西省,2009,183.9544055,296.0971832,24390.20282,22700.0,0.77545,12923.0,0.31,399.14,0.229653756,0.331968253,3,562.7273186,116.415177,27.502232
阜新市,辽宁省,2009,767.8156099,102.6560458,6556.379649,30882.0,0.844,14967.0,0.3667,192.27,0.449196443,0.237027561,1,167.1108439,122.015278,42.330278
阜阳市,安徽省,2009,253.4883708,187.503814,8791.98785,41306.0,0.79505,7288.0,0.353,1000.5,0.128284858,0.378420177,3,253.1161914,115.8090001,32.8926763
赣州市,江西省,2009,183.9544055,360.1823404,29669.04393,35502.0,0.77545,11201.0,0.3692,896.99,0.211369135,0.331968253,3,684.5199958,114.9287362,25.8332103
固原市,宁夏回族自治区,2009,255.5306268,141.5799188,3700.226055,6446.0,0.8249,5891.0,0.4972,150.14,0.143712535,0.392883894,7,67.21503864,106.232668,35.93495
广安市,四川省,2009,250.986997,260.266305,10284.5536,6385.0,0.296,12140.0,0.3306,470.02,0.163750479,0.242291348,3,246.5619866,106.6286646,30.4593051
广元市,四川省,2009,250.986997,95.22891357,3763.018289,24969.0,0.296,99.0,0.3937,312.73,0.209282768,0.242291348,3,90.21463655,105.8395358,32.2685578
广州市,广东省,2009,260.4710101,5089.047047,370592.0422,1018670.0,0.6453,89082.0,0.6085,794.62,0.957131711,0.445307039,4,6372.416256,113.2592945,23.1301964
贵港市,广西壮族自治区,2009,127.0378667,108.8341949,10745.97042,39133.0,0.4863,10215.0,0.3623,509.69,0.109158508,0.35084189,4,197.3382379,110.0412939,23.3594346
