城市,省份,年份,单位面积建材碳排放（kgco2/m2),施工面积(万平方米),建筑面积(万平方米),电力消费量（亿千瓦小时）,电网因子（kgco2/kwh),人均地区生产总值(元）,第三产业比重,总人口（万人）,城镇化率,能源结构,气候区,co2总量（万吨）,经度,纬度
安康市,陕西省,2016,596.6660985,330.7383431,20949.3402,60294.0,0.747,31770.0,0.3466,304.0,0.178340229,0.339854566,2,613.4239142,109.0177837,32.7064648
安庆市,安徽省,2016,381.0250554,490.3238026,19657.76046,48786.0,0.787,33294.0,0.3997,529.0,0.239805674,0.470721897,3,553.9571539,116.6302585,30.6592336
安顺市,贵州省,2016,1100.489069,504.2756068,35102.01084,38000.0,0.473,30216.0,0.4993,300.0,0.149823616,0.392822451,3,1284.775882,105.9437773,26.254911
安阳市,河南省,2016,381.5445436,726.5665458,41833.57573,109849.0,0.784,39603.0,0.417,626.0,0.229461126,0.358089443,3,1229.204365,114.5096506,35.9901282
鞍山市,辽宁省,2016,449.4598176,675.9730387,77031.01601,97888.0,0.753,40532.0,0.5732,346.0,0.521268456,0.277180974,1,1404.291856,122.8275,40.822222
巴彦淖尔市,内蒙古自治区,2016,402.9457859,418.1959127,25227.76712,29374.0,0.907,54480.0,0.321,175.0,0.400102694,0.342902907,1,370.8698891,107.494851,41.569576
巴中市,四川省,2016,719.5104744,419.4489358,19356.16409,51828.0,0.226,16415.0,0.3687,375.0,0.246092711,0.344177646,3,864.4669663,107.062301,32.040248
白城市,吉林省,2016,310.7454419,262.7325043,14298.45562,31633.62,0.753,35892.0,0.3973,193.0,0.417707339,0.343223486,1,241.9873326,123.1327161,45.4086001
白山市,吉林省,2016,310.7454419,148.111674,8060.548895,28653.0,0.753,56411.0,0.3715,122.0,0.736566746,0.343223486,1,136.4168815,126.4183792,41.936895
白银市,甘肃省,2016,370.9438066,237.1169198,11202.99968,34296.0,0.551,25813.0,0.4571,182.0,0.302158394,0.508395588,2,266.8577217,104.784953,36.536461
百色市,广西壮族自治区,2016,361.1635062,130.7530169,12817.8916,38051.0,0.473,30881.0,0.3027,417.0,0.128627109,0.505030556,4,420.9008953,106.6148824,23.9053605
蚌埠市,安徽省,2016,381.0250554,1355.619284,54348.65492,68291.0,0.787,41855.0,0.4161,380.0,0.315411305,0.470721897,3,1531.549144,117.3825673,32.9176422
包头市,内蒙古自治区,2016,402.9457859,2608.781738,157375.374,250101.0,0.907,136021.0,0.5043,224.0,0.640110318,0.342902907,1,2313.553444,109.944912,40.6174777
宝鸡市,陕西省,2016,596.6660985,460.4050534,29162.57608,69042.0,0.747,51262.0,0.2762,384.0,0.280023823,0.339854566,2,853.9181377,107.2322378,34.3609713
保定市,河北省,2016,454.4268127,2553.118859,226798.1244,82028.0,0.876,29992.0,0.3861,1207.0,0.339500173,0.35276493,2,4733.460891,115.490696,38.8579735
保山市,云南省,2016,265.1585532,444.0981186,12198.20107,31437.0,0.284,23692.0,0.4044,261.0,0.117476075,0.431508079,5,317.6062082,99.1591622,25.1147115
北海市,广西壮族自治区,2016,361.1635062,282.0735753,27652.04657,82617.0,0.473,61580.0,0.3137,174.0,0.294051294,0.505030556,4,908.0097975,109.3729721,21.6740808
北京,,2016,736.4148486,55598.75084,97125.24254,948.851658,0.754,109924.14,0.786275266,2414.5,0.893628,0.39761849,2,16909.90195,116.2,39.56
本溪市,辽宁省,2016,449.4598176,127.9167509,14576.84955,56440.0,0.753,44745.0,0.477,150.0,0.687278023,0.277180974,1,265.7390773,124.157425,41.176944
毕节市,贵州省,2016,1100.489069,1114.292857,77564.56867,71937.0,0.473,24544.0,0.4081,917.0,0.26894554,0.392822451,3,2838.95665,105.215166,27.2150032
滨州市,山东省,2016,334.3974328,414.7803058,27787.307,63873.0,0.866,63745.0,0.4434,392.0,0.271666021,0.396310418,2,576.377069,117.9647262,37.3821206
亳州市,安徽省,2016,381.0250554,807.4275409,32370.88858,63859.0,0.787,20611.0,0.4157,647.0,0.138922878,0.470721897,3,912.2140514,115.7730968,33.8490794
沧州市,河北省,2016,454.4268127,983.2738527,87345.97874,76568.0,0.876,47425.0,0.417,780.0,0.464017827,0.35276493,2,1822.981453,116.8511597,38.3042796
常德市,湖南省,2016,566.9459112,1177.101561,40832.96521,103022.0,0.495,50543.0,0.4446,611.0,0.247860605,0.358435564,3,1342.032269,111.6928724,29.034552
常州市,江苏省,2016,1073.897931,638.3442865,59350.69871,361179.0,0.728,122721.0,0.509,375.0,0.607081759,0.516938564,3,2828.23063,119.9691539,31.8122623
朝阳市,辽宁省,2016,449.4598176,208.7102259,23783.73077,33996.52,0.753,24285.0,0.5042,341.0,0.296377731,0.277180974,1,433.582486,120.4390738,41.5754767
潮州市,广东省,2016,234.1577598,118.4299022,10602.78854,101103.52,0.569,36956.0,0.4132,274.0,0.297217105,0.546584053,4,184.9051509,116.6204223,23.656593
郴州市,湖南省,2016,566.9459112,1783.684937,61874.98804,41772.0,0.495,46691.0,0.3813,535.0,0.496150872,0.358435564,3,2033.607654,113.0094337,25.7733598
成都市,四川省,2016,719.5104744,9304.285262,429361.6146,957659.0,0.226,76960.0,0.5311,1399.0,0.620510999,0.344177646,3,19175.74839,104.063315,30.659867
承德市,河北省,2016,454.4268127,473.9098235,42098.25905,36620.0,0.876,40741.0,0.3768,383.0,0.332239835,0.35276493,2,878.6248268,117.9567031,40.9507147
池州市,安徽省,2016,381.0250554,287.9916706,11545.98501,14018.0,0.787,40919.0,0.4415,162.0,0.202415542,0.470721897,3,325.3667176,117.4859885,30.6671088
赤峰市,内蒙古自治区,2016,402.9457859,1553.645391,93724.02485,66170.0,0.907,44936.0,0.3788,463.0,0.272657771,0.342902907,1,1377.82383,118.9759212,43.2564906
崇左市,广西壮族自治区,2016,361.1635062,103.0885744,10105.90962,16235.0,0.473,37161.0,0.3756,251.0,0.182434186,0.505030556,4,331.8475877,107.328244,22.4910206
滁州市,安徽省,2016,381.0250554,1172.725781,47016.20104,37485.0,0.787,35301.0,0.3444,454.0,0.241107103,0.470721897,3,1324.920047,118.3139455,32.3027377
达州市,四川省,2016,719.5104744,328.9044918,15177.84114,55543.0,0.226,25921.0,0.3703,684.0,0.230254981,0.344177646,3,677.8585996,107.650683,31.345115
大连市,辽宁省,2016,449.4598176,2418.454654,275596.819,329763.0,0.753,97470.0,0.5136,596.0,0.708337789,0.277180974,1,5024.188808,121.6098013,38.9130495
大庆市,黑龙江省,2016,114.1773513,292.5857402,72917.08227,66079.0,0.775,94690.0,0.3676,276.0,0.580702056,0.274513599,1,793.2628608,124.5598093,46.3240228
大同市,山西省,2016,284.3637231,1308.489819,77190.31903,104702.0,0.827,30046.0,0.5765,318.0,0.54466356,0.311190981,2,1255.097683,113.2952665,40.0923194
丹东市,辽宁省,2016,449.4598176,361.7512865,41223.63992,62212.5108,0.753,31223.0,0.5222,238.0,0.437678951,0.277180974,1,751.5157508,124.3821748,40.1237658
儋州市,海南省,2016,129.8061706,224.3039779,7661.693288,69866.93698,0.409,28770.0,0.4319,95.0,12.10328831,0.464717488,4,120.2131828,109.404444,19.568889
德阳市,四川省,2016,719.5104744,443.465851,20464.46432,54515.0,0.226,49835.0,0.3347,392.0,0.287311772,0.344177646,3,913.9648386,104.39013,31.1244028
德州市,山东省,2016,334.3974328,797.1261946,53401.74058,71429.0,0.866,50856.0,0.4206,593.0,0.427068917,0.396310418,2,1107.683401,116.3534091,37.4363704
定西市,甘肃省,2016,370.9438066,293.6711167,13875.00069,5518.0,0.551,11892.0,0.5343,303.0,0.120323575,0.508395588,2,330.5053271,104.59362,35.1773165
东莞市,广东省,2016,234.1577598,1232.82114,110371.972,905927.0,0.569,82682.0,0.5317,201.0,0.50866891,0.546584053,4,1924.809314,113.7452332,23.0183568
东营市,山东省,2016,334.3974328,755.2876088,50598.85526,63240.0,0.866,164024.0,0.3433,193.0,0.370166865,0.396310418,2,1049.544668,118.6689349,37.4334738
鄂尔多斯市,内蒙古自治区,2016,402.9457859,831.7190717,50173.64926,60163.0,0.907,215488.0,0.4185,159.0,0.323324715,0.342902907,1,737.5958265,108.8134284,39.4602947
鄂州市,湖北省,2016,1638.311476,91.37923911,4291.319075,60834.0,0.331,74983.0,0.3334,111.0,0.511329927,0.376635971,3,307.435916,114.8898988,30.3925379
防城港市,广西壮族自治区,2016,361.1635062,140.4713779,13770.59541,41469.0,0.473,73188.0,0.3065,97.0,0.471618081,0.505030556,4,452.1848146,108.0271898,21.8615
佛山市,广东省,2016,234.1577598,2359.094092,211204.9013,778187.0,0.569,115891.0,0.3869,400.0,0.639010542,0.546584053,4,3683.264453,113.1159558,23.0239788
福州市,福建省,2016,1401.947148,5007.504534,204652.9614,543415.0,0.529,82251.0,0.5026,687.0,0.533745494,0.523468875,3,13298.76268,119.2918215,26.0774954
抚顺市,辽宁省,2016,449.4598176,255.6269833,29130.16513,80706.0,0.753,41741.0,0.4288,215.0,0.675000306,0.277180974,1,531.0491252,123.924157,41.8692972
抚州市,江西省,2016,551.538082,375.0217439,23288.09993,51728.0,0.612,30259.0,0.349,401.0,0.22079993,0.400473314,3,1003.528731,116.415177,27.502232
阜新市,辽宁省,2016,449.4598176,115.9422926,13212.29115,55432.0,0.753,22956.0,0.4919,189.0,0.45717608,0.277180974,1,240.8628865,122.015278,42.330278
阜阳市,安徽省,2016,381.0250554,1222.918604,49028.50085,101051.0,0.787,17642.0,0.3865,1062.0,0.152586215,0.470721897,3,1381.626806,115.8090001,32.8926763
赣州市,江西省,2016,551.538082,978.9284531,60789.49823,114936.0,0.612,25761.0,0.4321,971.0,0.230904078,0.400473314,3,2619.535652,114.9287362,25.8332103
固原市,宁夏回族自治区,2016,266.5782332,413.2439159,13816.83925,16100.0,0.757,19720.0,0.5404,150.0,0.189643864,0.423624933,7,248.8655293,106.232668,35.93495
