城市,省份,年份,单位面积建材碳排放（kgco2/m2),施工面积(万平方米),建筑面积(万平方米),电力消费量（亿千瓦小时）,电网因子（kgco2/kwh),人均地区生产总值(元）,第三产业比重,总人口（万人）,城镇化率,能源结构,气候区,co2总量（万吨）,经度,纬度
池州市,安徽省,2005,170.4994104,77.74731872,4376.621848,11104.451,0.77877638,8719.0,0.3986,156.31,0.166336127,0.280214951,3,106.6971957,117.4859885,30.6671088
赤峰市,内蒙古自治区,2005,138.6829686,916.9298123,46315.18385,33740.002,0.7542198,7894.0,0.366,445.3,0.225016843,0.234587563,1,584.9304177,118.9759212,43.2564906
崇左市,广西壮族自治区,2005,115.0567331,27.72080797,1724.329997,5210.91,0.47662528,6566.0,0.3452,230.65,0.167266421,0.288513438,4,36.34344626,107.328244,22.4910206
滁州市,安徽省,2005,170.4994104,166.0090081,9345.128089,18044.87,0.77877638,7550.0,0.3456,435.62,0.214957991,0.280214951,3,227.8238777,118.3139455,32.3027377
达州市,四川省,2005,162.4111028,296.9432832,13598.74487,12802.815,0.3575934,6068.0,0.3216,640.24,0.166687492,0.212106424,3,278.9874424,107.650683,31.345115
大连市,辽宁省,2005,310.8129321,2421.772741,176453.8362,215422.046,0.931989,38196.0,0.452,565.33,0.561512745,0.221199863,1,3047.56071,121.6098013,38.9130495
大庆市,黑龙江省,2005,133.7007382,177.4359757,45693.48924,70394.596,0.85445824,53199.0,0.1105,264.38,0.480633936,0.228656869,1,646.569627,124.5598093,46.3240228
大同市,山西省,2005,396.9355138,551.698644,29620.32092,35452.63,0.9348956,11913.0,0.4022,299.49,0.453971752,0.219600048,2,652.4760167,113.2952665,40.0923194
丹东市,辽宁省,2005,310.8129321,220.0625852,16034.07566,28231.2856,0.931989,13502.0,0.4269,242.39,0.415776228,0.221199863,1,276.9269292,124.3821748,40.1237658
德阳市,四川省,2005,162.4111028,325.6599272,14913.84555,25611.316,0.3575934,12593.0,0.2847,382.41,0.21377579,0.212106424,3,305.9676217,104.39013,31.1244028
德州市,山东省,2005,209.9543829,654.982982,31387.1932,24886.011,0.9857445,15098.0,0.2954,552.63,0.263141704,0.276703578,2,584.5387994,116.3534091,37.4363704
定西市,甘肃省,2005,132.1071974,122.5610172,4967.320925,5841.752,0.67785384,2396.0,0.4042,291.58,0.095959942,0.40044389,2,81.06535605,104.59362,35.1773165
东莞市,广东省,2005,294.4703964,1412.1612,90720.98832,421226.979,0.71481208,33263.0,0.4243,656.07,0.099760696,0.407442657,4,1714.793301,113.7452332,23.0183568
东营市,山东省,2005,209.9543829,778.7316326,37317.30576,21776.971,0.9857445,64907.0,0.1359,180.5,0.425207756,0.276703578,2,694.9781384,118.6689349,37.4334738
鄂尔多斯市,内蒙古自治区,2005,138.6829686,887.9377339,44850.76049,7076.4768,0.7542198,40167.0,0.4064,137.86,0.326418105,0.234587563,1,566.4357104,108.8134284,39.4602947
鄂州市,湖北省,2005,317.9953948,151.3776161,5235.088135,24193.499,0.41045824,13908.0,0.365,104.32,0.354294479,0.215233076,3,138.2336478,114.8898988,30.3925379
防城港市,广西壮族自治区,2005,115.0567331,25.4664874,1584.103471,9887.991,0.47662528,12164.0,0.367466667,79.82,0.264219494,0.288513438,4,33.38791268,108.0271898,21.8615
佛山市,广东省,2005,294.4703964,1399.763074,89924.49977,311195.747,0.71481208,41266.0,0.3642,354.48,1.314789739,0.407442657,4,1699.738205,113.1159558,23.0239788
福州市,福建省,2005,415.0498569,1394.065162,117188.8201,311095.32,0.54684396,22301.0,0.4116,614.83,0.360945302,0.45334103,3,3241.095308,119.2918215,26.0774954
抚顺市,辽宁省,2005,310.8129321,152.6860567,11124.92514,46377.687,0.931989,17372.0,0.3832,224.39,0.662819199,0.221199863,1,192.1402531,123.924157,41.8692972
抚州市,江西省,2005,154.0306081,127.9750973,14536.89392,23634.541,0.95450382,6894.0,0.3281,381.31,0.254595998,0.3062917,3,329.2442627,116.415177,27.502232
阜新市,辽宁省,2005,310.8129321,89.62757686,6530.393832,30112.687,0.931989,7398.0,0.4083,192.68,0.446647291,0.221199863,1,112.7874128,122.015278,42.330278
阜阳市,安徽省,2005,170.4994104,179.1234597,10083.37857,8125.76,0.77877638,3761.0,0.3837,932.76,0.114520348,0.280214951,3,245.821607,115.8090001,32.8926763
赣州市,江西省,2005,154.0306081,128.8307235,14634.08585,20658.769,0.95450382,6134.0,0.3778,845.69,0.200250683,0.3062917,3,331.4455505,114.9287362,25.8332103
固原市,宁夏回族自治区,2005,183.6979053,17.73667345,675.4757532,4870.356,0.88385384,2992.0,0.5218,148.06,0.119343509,0.334895614,7,11.54528873,106.232668,35.93495
广安市,四川省,2005,162.4111028,212.44601,9729.127589,2360.209,0.3575934,6566.0,0.3509,454.55,0.141854581,0.212106424,3,199.5996284,106.6286646,30.4593051
广元市,四川省,2005,162.4111028,103.4083445,4735.664262,16522.645,0.3575934,4731.0,0.3814,304.26,0.198580162,0.212106424,3,97.15535315,105.8395358,32.2685578
广州市,广东省,2005,294.4703964,4967.899691,319151.0785,884674.8542,0.71481208,69268.0,0.5779,750.53,0.689152999,0.407442657,4,6032.541548,113.2592945,23.1301964
贵港市,广西壮族自治区,2005,115.0567331,164.713082,10245.72258,27362.102,0.47662528,4800.0,0.3708,470.37,0.109998512,0.288513438,4,215.9475672,110.0412939,23.3594346
贵阳市,贵州省,2005,73.66786751,3075.079321,252254.5868,201490.92,0.888967,14934.0,0.4589,350.66,0.489904751,0.254190189,5,3095.760517,106.6246178,26.6499922
桂林市,广西壮族自治区,2005,115.0567331,407.9655192,25376.86431,46553.316,0.47662528,10858.0,0.3636,495.11,0.22954495,0.288513438,4,534.8643855,110.2910622,25.2779894
哈尔滨市,黑龙江省,2005,133.7007382,827.5046021,213099.8096,162787.052,0.85445824,18852.0,0.4832,974.84,0.481607238,0.228656869,1,3015.393805,126.6276177,45.7593633
海口市,海南省,2005,312.8647527,590.1694993,19069.83857,28146.835,0.60364122,17482.0,0.6475,147.3,0.587169043,0.301892858,4,798.0630734,110.1956502,20.0462328
邯郸市,河北省,2005,294.6451855,487.3497265,47404.87414,40458.033,0.95071868,13410.0,0.3604,871.43,0.205616056,0.211910367,2,934.7128136,114.4857072,36.6107711
汉中市,陕西省,2005,214.0337612,212.3778509,12663.09928,15981.649,1.0207802,5771.0,0.3833,376.56,0.195055237,0.259689507,2,232.6885651,107.045009,33.171124
杭州市,浙江省,2005,1311.907794,4258.234547,134573.9554,335750.908,0.71771868,44853.0,0.4409,660.45,0.450511015,0.374593586,3,8012.28755,120.2052342,30.2489634
合肥市,安徽省,2005,170.4994104,1903.687342,107164.0765,187360.621,0.77877638,18960.0,0.4902,455.7,0.405771341,0.280214951,3,2612.541554,117.281428,31.8665676
河池市,广西壮族自治区,2005,115.0567331,52.98386861,3295.779622,28205.613,0.47662528,5405.0,0.3495,382.78,0.148884477,0.288513438,4,69.4646557,107.8857367,24.7169004
河源市,广东省,2005,294.4703964,93.66549407,6017.320257,28833.751,0.71481208,7488.0,0.3994,337.36,0.25892222,0.407442657,4,113.7384045,114.6954482,23.746777
菏泽市,山东省,2005,209.9543829,343.6775759,16469.24389,23408.633,0.9857445,5104.0,0.227,885.83,0.194314936,0.276703578,2,306.7146523,115.4464761,35.2477266
贺州市,广西壮族自治区,2005,115.0567331,11.55033666,718.4708321,30542.934,0.47662528,7824.0,0.2464,210.47,0.142158027,0.288513438,4,15.14310261,111.3590955,24.3705146
鹤壁市,河南省,2005,135.6314913,8.070536088,1754.65994,11578.984,0.90848406,12976.0,0.2313,150.5,0.315348837,0.303136146,3,30.86800141,114.2912899,35.7494986
鹤岗市,黑龙江省,2005,133.7007382,30.51596751,7858.502356,8761.761,0.85445824,10198.0,0.3569,109.88,0.805879141,0.228656869,1,111.19897,130.2684769,47.3272338
黑河市,黑龙江省,2005,133.7007382,9.156561347,2358.006801,1247.65076,0.85445824,6877.0,0.4615,174.6,0.640378007,0.228656869,1,33.36614479,127.11731,49.249879
衡水市,河北省,2005,294.6451855,232.0728871,22573.90413,36050.372,0.95071868,12344.0,0.296,417.63,0.170677394,0.211910367,2,445.104387,115.6677229,37.7364305
衡阳市,湖南省,2005,244.6483065,283.0658583,11510.40218,39379.811,0.61237472,8899.0,0.3656,722.61,0.337996983,0.219412147,3,274.4551723,112.5666191,26.8971308
呼和浩特市,内蒙古自治区,2005,138.6829686,1867.710623,94340.22074,37649.394,0.7542198,29049.0,0.5631,213.49,0.459318938,0.234587563,1,1191.455159,111.6601939,40.8184528
呼伦贝尔市,内蒙古自治区,2005,138.6829686,803.0550528,40563.23823,7923.566,0.7542198,11919.0,0.4233,270.0,0.659703704,0.234587563,1,512.2871143,119.7370167,49.2125235
葫芦岛市,辽宁省,2005,310.8129321,121.1015976,8823.636135,48836.3269,0.931989,10960.0,0.3756,273.72,0.300745287,0.221199863,1,152.3943451,120.8404789,40.7515443
湖州市,浙江省,2005,1311.907794,716.1378189,22632.26645,46250.59,0.71771868,25030.0,0.3539,257.58,0.302080907,0.374593586,3,1347.483814,120.0851114,30.8942995
怀化市,湖南省,2005,244.6483065,281.5382822,11448.28584,32104.122,0.61237472,6564.0,0.4533,498.37,0.19274836,0.219412147,3,272.974064,110.143549,27.659483
淮安市,江苏省,2005,554.4604569,231.2305077,13855.04765,50273.491,0.7292555,11254.0,0.3314,527.77,0.323227921,0.400200671,3,575.1789815,119.0196971,33.5978169
淮北市,安徽省,2005,170.4994104,88.40374848,4976.503157,15363.538,0.77877638,10245.0,0.3284,210.52,0.394594338,0.280214951,3,121.3216379,116.7928916,33.9566098
淮南市,安徽省,2005,170.4994104,150.321487,8462.032069,37295.518,0.77877638,11232.0,0.3563,235.78,0.452370854,0.280214951,3,206.2949743,117.0130019,32.5866826
黄冈市,湖北省,2005,317.9953948,226.8191893,7844.082089,13916.885,0.41045824,4799.0,0.3591,726.3,0.224452705,0.215233076,3,207.1247041,114.8673226,30.4560187
黄山市,安徽省,2005,170.4994104,206.9130115,11647.73296,13118.381,0.77877638,10909.0,0.477,146.94,0.228732816,0.280214951,3,283.9588354,118.3324811,29.7172627
黄石市,湖北省,2005,317.9953948,282.9439839,9785.044388,30446.229,0.41045824,13537.0,0.398,252.13,0.352675207,0.215233076,3,258.3762383,115.0334144,30.2024971
惠州市,广东省,2005,294.4703964,429.1599526,27570.37586,79637.791,0.71481208,21896.0,0.3359,297.58,0.559614221,0.407442657,4,521.1307406,114.4127007,23.1125153
鸡西市,黑龙江省,2005,133.7007382,21.85236094,5627.441763,16499.893,0.85445824,10612.0,0.4011,191.38,0.634914829,0.228656869,1,79.62913277,130.9619259,45.2928513
吉安市,江西省,2005,154.0306081,96.66927529,10980.81603,9216.345,0.95450382,6477.0,0.3636,464.76,0.219962992,0.3062917,3,248.7031066,114.961355,27.0937349
吉林市,吉林省,2005,149.0422242,1317.172531,69586.91317,45908.714,0.55993354,14498.0,0.3909,429.45,0.4915124,0.20025509,1,941.8525121,126.5438702,43.8349669
济南市,山东省,2005,209.9543829,2006.477986,96151.6771,206723.253,0.9857445,31606.0,0.468,597.44,0.552791912,0.276703578,2,1790.678941,117.1138479,36.6519754
济宁市,山东省,2005,209.9543829,657.6292942,31514.00614,26304.701,0.9857445,15748.0,0.3129,805.78,0.261076224,0.276703578,2,586.9004976,116.5849266,35.4125047
佳木斯市,黑龙江省,2005,133.7007382,38.86963243,10009.74647,32570.322,0.85445824,9812.0,0.4901,245.03,0.499693915,0.228656869,1,141.6393922,130.3747185,46.8037423
嘉兴市,浙江省,2005,1311.907794,1279.878835,40448.30205,38361.489,0.71771868,34706.0,0.3391,334.33,0.335596566,0.374593586,3,2408.21804,120.7510971,30.7474425
嘉峪关市,甘肃省,2005,132.1071974,162.5051552,6586.231709,6595.943,0.67785384,44686.0,0.1971,17.22,0.883275261,0.40044389,2,107.4855494,98.2885388,39.7722294
江门市,广东省,2005,294.4703964,320.1982219,20570.38471,77186.421,0.71481208,19636.0,0.3818,386.24,0.56653894,0.407442657,4,388.8180514,113.0761073,22.5816619
焦作市,河南省,2005,135.6314913,90.94408237,19772.65654,21812.067,0.90848406,17145.0,0.2802,352.03,0.296224754,0.303136146,3,347.8408413,113.143889,35.1375
揭阳市,广东省,2005,294.4703964,69.81279061,4484.959198,7363.9824,0.71481208,7531.0,0.3469,609.28,0.346868435,0.407442657,4,84.7739661,116.3680354,23.553156
金昌市,甘肃省,2005,132.1071974,60.159922,2438.243793,12165.84083,0.67785384,24950.0,0.1666,46.57,0.471548207,0.40044389,2,39.79149006,102.058389,38.449693
金华市,浙江省,2005,1311.907794,1245.575086,39364.19287,36606.167,0.71771868,23482.0,0.4069,454.13,0.218219453,0.374593586,3,2343.672159,119.6486487,29.1080344
锦州市,辽宁省,2005,310.8129321,86.0570407,6270.239445,35072.871,0.931989,12397.0,0.4027,308.32,0.378405553,0.221199863,1,108.2942473,121.615278,41.494444
晋城市,山西省,2005,396.9355138,310.4340414,16666.99027,11174.705,0.9348956,14356.0,0.3118,211.86,0.231001605,0.219600048,2,367.1402295,112.8454497,35.4913132
晋中市,山西省,2005,396.9355138,628.2956735,33732.76277,8252.15,0.9348956,10772.0,0.3644,306.63,0.269314809,0.219600048,2,743.0648287,112.7383414,37.6866796
荆门市,湖北省,2005,317.9953948,132.6002587,4585.711276,24977.615,0.41045824,10650.0,0.3859,291.07,0.272786615,0.215233076,3,121.0867097,112.1937979,31.0375248
荆州市,湖北省,2005,317.9953948,404.2563512,13980.38681,33316.399,0.41045824,6158.0,0.3861,641.3,0.244659286,0.215233076,3,369.1551731,112.2337264,30.3375612
景德镇市,江西省,2005,154.0306081,69.95323613,7946.098843,22088.897,0.95450382,12596.0,0.3734,150.82,0.396764355,0.3062917,3,179.9701828,117.2735595,29.3582395
九江市,江西省,2005,154.0306081,123.2230494,13997.10127,55867.296,0.95450382,9231.0,0.3311,466.2,0.263470613,0.3062917,3,317.0185677,115.3820227,29.388607
酒泉市,甘肃省,2005,132.1071974,197.3136901,7996.999731,9698.603,0.67785384,14937.0,0.3709,90.26,0.34987813,0.40044389,2,130.5089082,96.4560478,40.2773513
开封市,河南省,2005,135.6314913,45.40298092,9871.313493,39811.058,0.90848406,8570.0,0.301,487.67,0.194967909,0.303136146,3,173.6562805,114.497222,34.604167
克拉玛依市,新疆维吾尔自治区,2005,148.7262214,777.8317778,64920.95034,8063.943,0.74081814,88562.0,0.1113,29.74,0.836583726,0.160575314,7,886.2633224,84.8867252,45.5778068
昆明市,云南省,2005,103.4979628,4521.922539,151233.1269,352276.748,0.57673844,17106.0,0.4781,508.47,0.415383405,0.315801724,5,2711.388918,102.7086139,25.0363006
来宾市,广西壮族自治区,2005,115.0567331,54.60052454,3396.341204,16970.89,0.47662528,6913.0,0.2523,246.8,0.148541329,0.288513438,4,71.58417717,109.2169807,23.7532648
莱芜区,山东省,2005,209.9543829,118.1942119,5663.940387,19883.629,0.9857445,20616.0,0.2544,124.38,0.397652356,0.276703578,2,105.4822867,117.6698329,36.2150252
兰州市,甘肃省,2005,132.1071974,2641.800464,107070.5109,73676.057,0.67785384,18296.0,0.5201,311.74,0.590010907,0.40044389,2,1747.362254,103.733224,36.474436
廊坊市,河北省,2005,294.6451855,1029.343057,100124.9727,40389.665,0.95071868,15727.0,0.2969,391.57,0.289807697,0.211910367,2,1974.229374,116.6926134,39.5302055
乐山市,四川省,2005,162.4111028,206.1332474,9440.029793,13203.32571,0.3575934,9116.0,0.293,347.9,0.249324519,0.212106424,3,193.6685917,103.5966083,29.2233495
丽江市,云南省,2005,103.4979628,423.1516511,14152.06625,3240.529,0.57673844,5328.0,0.4829,113.76,0.141701828,0.315801724,5,253.7258628,100.2249797,26.8595868
丽水市,浙江省,2005,1311.907794,361.4583169,11423.24944,15111.157,0.71771868,12189.0,0.4085,251.39,0.167150642,0.374593586,3,680.119411,119.9184297,28.4704064
连云港市,江苏省,2005,554.4604569,180.4898693,10814.731,29017.978,0.7292555,10003.0,0.3533,472.18,0.462238977,0.400200671,3,448.9631591,119.2171662,34.5933134
辽阳市,辽宁省,2005,310.8129321,89.36836616,6511.507368,32607.858,0.931989,18135.0,0.3092,182.01,0.434536564,0.221199863,1,112.4612218,123.1695757,41.2742898
辽源市,吉林省,2005,149.0422242,222.1932445,11738.58522,9435.315,0.55993354,11083.0,0.3714,123.37,0.451406339,0.20025509,1,158.8806785,125.1374905,42.8863846
聊城市,山东省,2005,209.9543829,331.1287204,15867.8949,25877.049,0.9857445,12727.0,0.2399,569.5,0.287445127,0.276703578,2,295.5154408,115.9642007,36.4441808
临沧市,云南省,2005,103.4979628,208.1560604,6961.661025,1619.5472,0.57673844,4103.0,0.3187,219.58,0.104381091,0.315801724,5,124.8124068,100.0879344,23.88848
临汾市,山西省,2005,396.9355138,292.5632883,15707.52182,20952.677,0.9348956,12741.0,0.297,412.31,0.240183357,0.219600048,2,346.0050719,111.381767,36.229963
临沂市,山东省,2005,209.9543829,602.6665332,28880.15633,67763.837,0.9857445,12480.0,0.3398,1018.63,0.19680355,0.276703578,2,537.8490456,118.3506988,35.1032403
柳州市,广西壮族自治区,2005,115.0567331,401.5497522,24977.78144,62479.189,0.47662528,14554.0,0.3498,356.66,0.346520496,0.288513438,4,526.4529754,109.3414252,25.0009993
六安市,安徽省,2005,170.4994104,148.5717597,8363.534847,4441.759808,0.77877638,5094.0,0.3986,681.0,0.145814978,0.280214951,3,203.8937211,116.5142252,31.7383487
六盘水市,贵州省,2005,73.66786751,223.5943802,18341.87092,4765.683136,0.888967,6879.0,0.341,297.17,0.219705892,0.254190189,3,225.098146,104.8279652,26.5963778
龙岩市,福建省,2005,415.0498569,119.956649,10083.87452,35861.056,0.54684396,14105.0,0.3406,286.83,0.296307918,0.45334103,3,278.8900713,117.0123483,25.0767425
陇南市,甘肃省,2005,132.1071974,24.23080053,982.0591021,3106.382,0.67785384,2730.0,0.3881,272.49,0.134096664,0.40044389,2,16.02694329,105.3513561,33.5363816
娄底市,湖南省,2005,244.6483065,190.014218,7726.612043,4181.193,0.61237472,8193.0,0.3513,407.48,0.260798076,0.219412147,3,184.2341046,111.9890658,27.6995215
泸州市,四川省,2005,162.4111028,209.6638583,9601.716824,26950.253,0.3575934,6753.0,0.3606,479.63,0.172028439,0.212106424,3,196.9857104,105.5382725,28.5297899
洛阳市,河南省,2005,135.6314913,282.8567283,61497.44757,51489.67,0.90848406,17383.0,0.3178,653.37,0.268990006,0.303136146,3,1081.86393,112.4477046,34.6196539
漯河市,河南省,2005,135.6314913,81.10867283,17634.28569,23941.431,0.90848406,12759.0,0.1979,261.6,0.237767584,0.303136146,3,310.2225924,114.0107357,33.5826865
吕梁市,山西省,2005,396.9355138,107.9982261,5798.350514,4686.911,0.9348956,8800.0,0.2862,355.37,0.250696457,0.219600048,2,127.7259844,111.3178885,37.6855567
马鞍山市,安徽省,2005,170.4994104,264.1938225,14872.23579,17730.165,0.77877638,29704.0,0.3051,125.64,0.470948742,0.280214951,3,362.5686448,118.5048377,31.6866105
茂名市,广东省,2005,294.4703964,106.7118815,6855.454859,8419.313,0.71481208,13934.0,0.3771,679.33,0.384717295,0.407442657,4,129.5806878,110.9209511,21.6656961
眉山市,四川省,2005,162.4111028,168.0555702,7696.233432,36388.151,0.3575934,8012.0,0.2746,340.74,0.233785291,0.212106424,3,157.8934307,103.7790009,29.9866838
梅州市,广东省,2005,294.4703964,95.63081213,6143.577512,23570.827,0.71481208,7666.0,0.3542,498.91,0.243691247,0.407442657,4,116.1248985,116.1171428,24.2918414
绵阳市,四川省,2005,162.4111028,438.3113658,20072.80439,34469.905,0.3575934,9774.0,0.3629,530.71,0.237983079,0.212106424,3,411.8071491,104.7160723,31.4602714
牡丹江市,黑龙江省,2005,133.7007382,56.36037666,14513.98035,40023.0074,0.85445824,11285.0,0.4929,266.3,0.552346977,0.228656869,1,205.3749674,130.013384,44.635006
南昌市,江西省,2005,154.0306081,567.757171,64492.43594,96815.25,0.95450382,22390.0,0.3999,475.17,0.462865922,0.3062917,3,1460.680985,116.0348483,28.6472124
南充市,四川省,2005,162.4111028,310.3747253,14213.84804,89674.51,0.3575934,5409.0,0.343,728.94,0.197382501,0.212106424,3,291.6066996,106.231735,31.210219
南京市,江苏省,2005,554.4604569,1511.416115,90562.19483,335115.35,0.7292555,40887.0,0.469,595.8,0.7306143,0.400200671,3,3759.602442,118.7788631,32.0438284
南宁市,广西壮族自治区,2005,115.0567331,1028.017127,63946.21582,95226.141,0.47662528,11057.0,0.5149,659.54,0.26885405,0.288513438,4,1347.784857,108.3627211,22.8193063
南平市,福建省,2005,415.0498569,122.2320895,10275.15409,28049.919,0.54684396,12083.0,0.3867,305.07,0.336676828,0.45334103,3,284.180297,118.0753196,27.3856975
南通市,江苏省,2005,554.4604569,408.5514795,24479.90221,47640.694,0.7292555,19979.0,0.3303,770.86,0.320628908,0.400200671,3,1016.259603,120.8904588,31.9827896
南阳市,河南省,2005,135.6314913,210.674325,45803.87157,19661.70794,0.90848406,9826.0,0.237,1079.14,0.154586059,0.303136146,3,805.7823285,112.5292693,33.0010496
内江市,四川省,2005,162.4111028,195.1195556,8935.64935,27817.421,0.3575934,6432.0,0.3288,420.32,0.19040255,0.212106424,3,183.320886,104.9192806,29.6602202
宁波市,浙江省,2005,1311.907794,2691.367905,85055.91231,160952.944,0.71771868,44156.0,0.3983,556.7,0.328022274,0.374593586,3,5064.073694,121.6203873,29.8622194
宁德市,福建省,2005,415.0498569,106.5991104,8961.004348,12632.65,0.54684396,11266.0,0.4094,327.03,0.283276764,0.45334103,3,247.8348116,119.4385501,27.0143281
攀枝花市,四川省,2005,162.4111028,143.4501602,6569.409854,27962.704,0.3575934,21969.0,0.2591,107.98,0.537136507,0.212106424,3,134.7758834,101.7179276,26.5860102
盘锦市,辽宁省,2005,310.8129321,94.83278334,6909.652643,34875.263,0.931989,34641.0,0.1715,125.94,0.618151501,0.221199863,1,119.3376487,122.0524321,41.1796147
平顶山市,河南省,2005,135.6314913,40.1593117,8731.258332,23217.818,0.90848406,11407.0,0.2793,499.25,0.243365048,0.303136146,3,153.6004147,113.3002154,33.7419956
平凉市,甘肃省,2005,132.1071974,255.141988,10340.74427,6886.528,0.67785384,4915.0,0.8534,218.15,0.147467339,0.40044389,2,168.7581955,106.495648,35.22678
